Population at the beginning of the period across the territory of the Republic of Belarus
persons
        Tolochin district;15 to 19 years of age;763
        Tolochin district;20 to 24 years of age;1011
        Tolochin district;25 to 29 years of age;886
        Tolochin district;30 to 34 years of age;998
        Tolochin district;35 to 39 years of age;1478
        Tolochin district;40 to 44 years of age;1464
        Tolochin district;45 to 49 years of age;1519
        Tolochin district;50 to 54 years of age;1535
        Tolochin district;55 to 59 years of age;1579
        Tolochin district;60 to 64 years of age;2021
        Tolochin district;65 to 69 years of age;1949
        Tolochin district;70 to 74 years of age;1344
        Tolochin district;75 to 79 years of age;766
        Tolochin district;80 and over;805
        Ushachy district;0 to 4 years of age;415
        Ushachy district;By all age;11283
        Ushachy district;5 to 9 years of age;543
        Ushachy district;10 to 14 years of age;555
        Ushachy district;15 to 19 years of age;357
        Ushachy district;20 to 24 years of age;518
        Ushachy district;25 to 29 years of age;377
        Ushachy district;30 to 34 years of age;462
        Ushachy district;35 to 39 years of age;711
        Ushachy district;40 to 44 years of age;719
        Ushachy district;45 to 49 years of age;738
        Ushachy district;50 to 54 years of age;805
        Ushachy district;55 to 59 years of age;966
        Ushachy district;60 to 64 years of age;1194
        Ushachy district;65 to 69 years of age;1220
        Ushachy district;70 to 74 years of age;735
        Ushachy district;75 to 79 years of age;409
        Ushachy district;80 and over;559
        Chashniki district;0 to 4 years of age;948
        Chashniki district;By all age;25810
        Chashniki district;5 to 9 years of age;1339
        Chashniki district;10 to 14 years of age;1436
        Chashniki district;15 to 19 years of age;795
        Chashniki district;20 to 24 years of age;1198
        Chashniki district;25 to 29 years of age;1181
        Chashniki district;30 to 34 years of age;1232
        Chashniki district;35 to 39 years of age;1649
        Chashniki district;40 to 44 years of age;1826
        Chashniki district;45 to 49 years of age;1964
        Chashniki district;50 to 54 years of age;2081
        Chashniki district;55 to 59 years of age;2014
        Chashniki district;60 to 64 years of age;2291
        Chashniki district;65 to 69 years of age;2166
        Chashniki district;70 to 74 years of age;1666
        Chashniki district;75 to 79 years of age;1007
        Chashniki district;80 and over;1017
        Sharkovshchina district;0 to 4 years of age;467
        Sharkovshchina district;By all age;12653
        Sharkovshchina district;5 to 9 years of age;551
        Sharkovshchina district;10 to 14 years of age;611
        Sharkovshchina district;15 to 19 years of age;352
        Sharkovshchina district;20 to 24 years of age;627
        Sharkovshchina district;25 to 29 years of age;458
        Sharkovshchina district;30 to 34 years of age;510
        Sharkovshchina district;35 to 39 years of age;774
        Sharkovshchina district;40 to 44 years of age;759
        Sharkovshchina district;45 to 49 years of age;927
        Sharkovshchina district;50 to 54 years of age;1169
        Sharkovshchina district;55 to 59 years of age;1202
        Sharkovshchina district;60 to 64 years of age;1167
        Sharkovshchina district;65 to 69 years of age;1123
        Sharkovshchina district;70 to 74 years of age;758
        Sharkovshchina district;75 to 79 years of age;530
        Sharkovshchina district;80 and over;668
        Shumilino district;0 to 4 years of age;637
        Shumilino district;By all age;15774
        Shumilino district;5 to 9 years of age;892
        Shumilino district;10 to 14 years of age;911
        Shumilino district;15 to 19 years of age;480
        Shumilino district;20 to 24 years of age;737
        Shumilino district;25 to 29 years of age;602
        Shumilino district;30 to 34 years of age;735
        Shumilino district;35 to 39 years of age;1071
        Shumilino district;40 to 44 years of age;1199
        Shumilino district;45 to 49 years of age;1155
        Shumilino district;50 to 54 years of age;1131
        Shumilino district;55 to 59 years of age;1207
        Shumilino district;60 to 64 years of age;1449
        Shumilino district;65 to 69 years of age;1476
        Shumilino district;70 to 74 years of age;947
        Shumilino district;75 to 79 years of age;559
        Shumilino district;80 and over;586
        Vitebsk, city of;0 to 4 years of age;12874
        Vitebsk, city of;By all age;358927
        Vitebsk, city of;5 to 9 years of age;17983
        Vitebsk, city of;10 to 14 years of age;19801
        Vitebsk, city of;15 to 19 years of age;21838
        Vitebsk, city of;20 to 24 years of age;18190
        Vitebsk, city of;25 to 29 years of age;13347
        Vitebsk, city of;30 to 34 years of age;26490
        Vitebsk, city of;35 to 39 years of age;34814
        Vitebsk, city of;40 to 44 years of age;32788
        Vitebsk, city of;45 to 49 years of age;28457
        Vitebsk, city of;50 to 54 years of age;26425
        Vitebsk, city of;55 to 59 years of age;22455
        Vitebsk, city of;60 to 64 years of age;18788
        Vitebsk, city of;65 to 69 years of age;23239
        Vitebsk, city of;70 to 74 years of age;18004
        Vitebsk, city of;75 to 79 years of age;11274
        Vitebsk, city of;80 and over;12160
        Novopolotsk, town of;0 to 4 years of age;3242
        Novopolotsk, town of;By all age;95370
        Novopolotsk, town of;5 to 9 years of age;4925
        Novopolotsk, town of;10 to 14 years of age;5572
        Novopolotsk, town of;15 to 19 years of age;5285
        Novopolotsk, town of;20 to 24 years of age;5460
        Novopolotsk, town of;25 to 29 years of age;4648
        Novopolotsk, town of;30 to 34 years of age;6128
        Novopolotsk, town of;35 to 39 years of age;7864
        Novopolotsk, town of;40 to 44 years of age;8031
        Novopolotsk, town of;45 to 49 years of age;6699
        Novopolotsk, town of;50 to 54 years of age;6171
        Novopolotsk, town of;55 to 59 years of age;5954
        Novopolotsk, town of;60 to 64 years of age;6985
        Novopolotsk, town of;65 to 69 years of age;6031
        Novopolotsk, town of;70 to 74 years of age;4940
        Novopolotsk, town of;75 to 79 years of age;3675
        Novopolotsk, town of;80 and over;3760
    Gomel region;0 to 4 years of age;54594
    Gomel region;By all age;1327973
    Gomel region;5 to 9 years of age;79038
    Gomel region;10 to 14 years of age;85425
    Gomel region;15 to 19 years of age;72962
    Gomel region;20 to 24 years of age;66247
    Gomel region;25 to 29 years of age;64550
    Gomel region;30 to 34 years of age;84005
    Gomel region;35 to 39 years of age;105879
    Gomel region;40 to 44 years of age;105871
    Gomel region;45 to 49 years of age;97147
    Gomel region;50 to 54 years of age;93871
    Gomel region;55 to 59 years of age;91196
    Gomel region;60 to 64 years of age;93410
    Gomel region;65 to 69 years of age;89469
    Gomel region;70 to 74 years of age;64135
    Gomel region;75 to 79 years of age;37583
    Gomel region;80 and over;42591
        Bragin district;0 to 4 years of age;714
        Bragin district;By all age;11435
        Bragin district;5 to 9 years of age;720
        Bragin district;10 to 14 years of age;721
        Bragin district;15 to 19 years of age;542
        Bragin district;20 to 24 years of age;735
        Bragin district;25 to 29 years of age;775
        Bragin district;30 to 34 years of age;674
        Bragin district;35 to 39 years of age;725
        Bragin district;40 to 44 years of age;783
        Bragin district;45 to 49 years of age;934
        Bragin district;50 to 54 years of age;906
        Bragin district;55 to 59 years of age;740
        Bragin district;60 to 64 years of age;712
        Bragin district;65 to 69 years of age;620
        Bragin district;70 to 74 years of age;464
        Bragin district;75 to 79 years of age;276
        Bragin district;80 and over;394
        Buda-Koshelyovo district;0 to 4 years of age;1318
        Buda-Koshelyovo district;By all age;28408
        Buda-Koshelyovo district;5 to 9 years of age;1694
        Buda-Koshelyovo district;10 to 14 years of age;1796
        Buda-Koshelyovo district;15 to 19 years of age;1352
        Buda-Koshelyovo district;20 to 24 years of age;1286
        Buda-Koshelyovo district;25 to 29 years of age;1442
        Buda-Koshelyovo district;30 to 34 years of age;1677
        Buda-Koshelyovo district;35 to 39 years of age;2004
        Buda-Koshelyovo district;40 to 44 years of age;1945
        Buda-Koshelyovo district;45 to 49 years of age;2003
        Buda-Koshelyovo district;50 to 54 years of age;2163
        Buda-Koshelyovo district;55 to 59 years of age;2237
        Buda-Koshelyovo district;60 to 64 years of age;2326
        Buda-Koshelyovo district;65 to 69 years of age;2080
        Buda-Koshelyovo district;70 to 74 years of age;1315
        Buda-Koshelyovo district;75 to 79 years of age;748
        Buda-Koshelyovo district;80 and over;1022
        Vetka district;0 to 4 years of age;965
        Vetka district;By all age;16962
        Vetka district;5 to 9 years of age;1073
        Vetka district;10 to 14 years of age;1093
        Vetka district;15 to 19 years of age;718
        Vetka district;20 to 24 years of age;829
        Vetka district;25 to 29 years of age;952
        Vetka district;30 to 34 years of age;1005
        Vetka district;35 to 39 years of age;1145
        Vetka district;40 to 44 years of age;1129
        Vetka district;45 to 49 years of age;1259
        Vetka district;50 to 54 years of age;1278
        Vetka district;55 to 59 years of age;1236
        Vetka district;60 to 64 years of age;1160
        Vetka district;65 to 69 years of age;1076
        Vetka district;70 to 74 years of age;781
        Vetka district;75 to 79 years of age;477
        Vetka district;80 and over;786
        Gomel district;0 to 4 years of age;2768
        Gomel district;By all age;68559
        Gomel district;5 to 9 years of age;4119
        Gomel district;10 to 14 years of age;4691
        Gomel district;15 to 19 years of age;3495
        Gomel district;20 to 24 years of age;2965
        Gomel district;25 to 29 years of age;2740
        Gomel district;30 to 34 years of age;3763
        Gomel district;35 to 39 years of age;5316
        Gomel district;40 to 44 years of age;5488
        Gomel district;45 to 49 years of age;4737
        Gomel district;50 to 54 years of age;4540
        Gomel district;55 to 59 years of age;4694
        Gomel district;60 to 64 years of age;5604
        Gomel district;65 to 69 years of age;5457
        Gomel district;70 to 74 years of age;3760
        Gomel district;75 to 79 years of age;1934
        Gomel district;80 and over;2488
        Dobrush district;0 to 4 years of age;1390
        Dobrush district;By all age;34215
        Dobrush district;5 to 9 years of age;1979
        Dobrush district;10 to 14 years of age;2231
        Dobrush district;15 to 19 years of age;1422
        Dobrush district;20 to 24 years of age;1777
        Dobrush district;25 to 29 years of age;1515
        Dobrush district;30 to 34 years of age;1804
        Dobrush district;35 to 39 years of age;2346
        Dobrush district;40 to 44 years of age;2363
        Dobrush district;45 to 49 years of age;2352
        Dobrush district;50 to 54 years of age;2524
        Dobrush district;55 to 59 years of age;2485
        Dobrush district;60 to 64 years of age;2754
        Dobrush district;65 to 69 years of age;2745
        Dobrush district;70 to 74 years of age;1930
        Dobrush district;75 to 79 years of age;1106
        Dobrush district;80 and over;1492
        Yelsk district;0 to 4 years of age;619
        Yelsk district;By all age;13674
        Yelsk district;5 to 9 years of age;802
        Yelsk district;10 to 14 years of age;855
        Yelsk district;15 to 19 years of age;504
        Yelsk district;20 to 24 years of age;666
        Yelsk district;25 to 29 years of age;633
        Yelsk district;30 to 34 years of age;743
        Yelsk district;35 to 39 years of age;843
        Yelsk district;40 to 44 years of age;1000
        Yelsk district;45 to 49 years of age;999
        Yelsk district;50 to 54 years of age;1106
        Yelsk district;55 to 59 years of age;994
        Yelsk district;60 to 64 years of age;1127
        Yelsk district;65 to 69 years of age;1028
        Yelsk district;70 to 74 years of age;783
        Yelsk district;75 to 79 years of age;438
        Yelsk district;80 and over;534
        Zhitkovichy district;0 to 4 years of age;1692
        Zhitkovichy district;By all age;32077
        Zhitkovichy district;5 to 9 years of age;2163
        Zhitkovichy district;10 to 14 years of age;2211
        Zhitkovichy district;15 to 19 years of age;1286
        Zhitkovichy district;20 to 24 years of age;1523
        Zhitkovichy district;25 to 29 years of age;1442
        Zhitkovichy district;30 to 34 years of age;1579
        Zhitkovichy district;35 to 39 years of age;2228
        Zhitkovichy district;40 to 44 years of age;2029
        Zhitkovichy district;45 to 49 years of age;2168
        Zhitkovichy district;50 to 54 years of age;2414
        Zhitkovichy district;55 to 59 years of age;2417
        Zhitkovichy district;60 to 64 years of age;2621
        Zhitkovichy district;65 to 69 years of age;2353
        Zhitkovichy district;70 to 74 years of age;1565
        Zhitkovichy district;75 to 79 years of age;987
        Zhitkovichy district;80 and over;1399
        Zhlobin district;0 to 4 years of age;4850
        Zhlobin district;By all age;97108
        Zhlobin district;5 to 9 years of age;6906
        Zhlobin district;10 to 14 years of age;7143
        Zhlobin district;15 to 19 years of age;5000
        Zhlobin district;20 to 24 years of age;5290
        Zhlobin district;25 to 29 years of age;5394
        Zhlobin district;30 to 34 years of age;6512
        Zhlobin district;35 to 39 years of age;8386
        Zhlobin district;40 to 44 years of age;7817
        Zhlobin district;45 to 49 years of age;6938
        Zhlobin district;50 to 54 years of age;6248
        Zhlobin district;55 to 59 years of age;6391
        Zhlobin district;60 to 64 years of age;6998
        Zhlobin district;65 to 69 years of age;6051
        Zhlobin district;70 to 74 years of age;3660
        Zhlobin district;75 to 79 years of age;1909
        Zhlobin district;80 and over;1615
        Kalinkovichy district;0 to 4 years of age;2581
        Kalinkovichy district;By all age;53947
        Kalinkovichy district;5 to 9 years of age;3451
        Kalinkovichy district;10 to 14 years of age;3758
        Kalinkovichy district;15 to 19 years of age;2827
        Kalinkovichy district;20 to 24 years of age;2655
        Kalinkovichy district;25 to 29 years of age;2762
        Kalinkovichy district;30 to 34 years of age;3358
        Kalinkovichy district;35 to 39 years of age;4011
        Kalinkovichy district;40 to 44 years of age;3974
        Kalinkovichy district;45 to 49 years of age;3936
        Kalinkovichy district;50 to 54 years of age;3963
        Kalinkovichy district;55 to 59 years of age;3710
        Kalinkovichy district;60 to 64 years of age;3736
        Kalinkovichy district;65 to 69 years of age;3510
        Kalinkovichy district;70 to 74 years of age;2630
        Kalinkovichy district;75 to 79 years of age;1507
        Kalinkovichy district;80 and over;1578
        Korma district;0 to 4 years of age;699
        Korma district;By all age;12856
        Korma district;5 to 9 years of age;860
        Korma district;10 to 14 years of age;934
        Korma district;15 to 19 years of age;483
        Korma district;20 to 24 years of age;751
        Korma district;25 to 29 years of age;703
        Korma district;30 to 34 years of age;815
        Korma district;35 to 39 years of age;909
        Korma district;40 to 44 years of age;994
        Korma district;45 to 49 years of age;981
        Korma district;50 to 54 years of age;939
        Korma district;55 to 59 years of age;914
        Korma district;60 to 64 years of age;900
        Korma district;65 to 69 years of age;829
        Korma district;70 to 74 years of age;468
        Korma district;75 to 79 years of age;269
        Korma district;80 and over;408
        Lelchitsy district;0 to 4 years of age;1198
        Lelchitsy district;By all age;23134
        Lelchitsy district;5 to 9 years of age;1539
        Lelchitsy district;10 to 14 years of age;1672
        Lelchitsy district;15 to 19 years of age;1154
        Lelchitsy district;20 to 24 years of age;1117
        Lelchitsy district;25 to 29 years of age;1010
        Lelchitsy district;30 to 34 years of age;1148
        Lelchitsy district;35 to 39 years of age;1563
        Lelchitsy district;40 to 44 years of age;1604
        Lelchitsy district;45 to 49 years of age;1668
        Lelchitsy district;50 to 54 years of age;1757
        Lelchitsy district;55 to 59 years of age;1636
        Lelchitsy district;60 to 64 years of age;1751
        Lelchitsy district;65 to 69 years of age;1566
        Lelchitsy district;70 to 74 years of age;1205
        Lelchitsy district;75 to 79 years of age;658
        Lelchitsy district;80 and over;888
        Loyev district;0 to 4 years of age;453
        Loyev district;By all age;10557
        Loyev district;5 to 9 years of age;530
        Loyev district;10 to 14 years of age;578
        Loyev district;15 to 19 years of age;572
        Loyev district;20 to 24 years of age;518
        Loyev district;25 to 29 years of age;419
        Loyev district;30 to 34 years of age;447
        Loyev district;35 to 39 years of age;586
        Loyev district;40 to 44 years of age;700
        Loyev district;45 to 49 years of age;760
        Loyev district;50 to 54 years of age;748
        Loyev district;55 to 59 years of age;760
        Loyev district;60 to 64 years of age;905
        Loyev district;65 to 69 years of age;955
        Loyev district;70 to 74 years of age;674
        Loyev district;75 to 79 years of age;374
        Loyev district;80 and over;578
        Mozyr district;0 to 4 years of age;5622
        Mozyr district;By all age;125821
        Mozyr district;5 to 9 years of age;7927
        Mozyr district;10 to 14 years of age;8584
        Mozyr district;15 to 19 years of age;7468
        Mozyr district;20 to 24 years of age;6634
        Mozyr district;25 to 29 years of age;7449
        Mozyr district;30 to 34 years of age;8815
        Mozyr district;35 to 39 years of age;10371
        Mozyr district;40 to 44 years of age;10592
        Mozyr district;45 to 49 years of age;9303
        Mozyr district;50 to 54 years of age;8397
        Mozyr district;55 to 59 years of age;7767
        Mozyr district;60 to 64 years of age;9212
        Mozyr district;65 to 69 years of age;7199
        Mozyr district;70 to 74 years of age;4964
        Mozyr district;75 to 79 years of age;2859
        Mozyr district;80 and over;2658
        Narovlya district;0 to 4 years of age;652
        Narovlya district;By all age;10355
        Narovlya district;5 to 9 years of age;676
        Narovlya district;10 to 14 years of age;704
        Narovlya district;15 to 19 years of age;578
        Narovlya district;20 to 24 years of age;720
        Narovlya district;25 to 29 years of age;623
        Narovlya district;30 to 34 years of age;718
        Narovlya district;35 to 39 years of age;645
        Narovlya district;40 to 44 years of age;667
        Narovlya district;45 to 49 years of age;777
        Narovlya district;50 to 54 years of age;848
        Narovlya district;55 to 59 years of age;658
        Narovlya district;60 to 64 years of age;623
        Narovlya district;65 to 69 years of age;476
        Narovlya district;70 to 74 years of age;373
        Narovlya district;75 to 79 years of age;243
        Narovlya district;80 and over;374
        Oktyabrsky district;0 to 4 years of age;562
        Oktyabrsky district;By all age;12666
        Oktyabrsky district;5 to 9 years of age;693
        Oktyabrsky district;10 to 14 years of age;749
        Oktyabrsky district;15 to 19 years of age;672
        Oktyabrsky district;20 to 24 years of age;666
        Oktyabrsky district;25 to 29 years of age;524
        Oktyabrsky district;30 to 34 years of age;584
        Oktyabrsky district;35 to 39 years of age;756
        Oktyabrsky district;40 to 44 years of age;804
        Oktyabrsky district;45 to 49 years of age;810
        Oktyabrsky district;50 to 54 years of age;929
        Oktyabrsky district;55 to 59 years of age;979
        Oktyabrsky district;60 to 64 years of age;1180
        Oktyabrsky district;65 to 69 years of age;1073
        Oktyabrsky district;70 to 74 years of age;796
        Oktyabrsky district;75 to 79 years of age;401
        Oktyabrsky district;80 and over;488
        Petrikov district;0 to 4 years of age;1176
        Petrikov district;By all age;24807
        Petrikov district;5 to 9 years of age;1369
        Petrikov district;10 to 14 years of age;1543
        Petrikov district;15 to 19 years of age;958
        Petrikov district;20 to 24 years of age;1147
        Petrikov district;25 to 29 years of age;1012
        Petrikov district;30 to 34 years of age;1100
        Petrikov district;35 to 39 years of age;1427
        Petrikov district;40 to 44 years of age;1609
        Petrikov district;45 to 49 years of age;1730
        Petrikov district;50 to 54 years of age;1784
        Petrikov district;55 to 59 years of age;1901
        Petrikov district;60 to 64 years of age;2360
        Petrikov district;65 to 69 years of age;2256
        Petrikov district;70 to 74 years of age;1494
        Petrikov district;75 to 79 years of age;839
        Petrikov district;80 and over;1102
        Rechitsa district;0 to 4 years of age;3957
        Rechitsa district;By all age;93639
        Rechitsa district;5 to 9 years of age;5607
        Rechitsa district;10 to 14 years of age;6343
        Rechitsa district;15 to 19 years of age;4181
        Rechitsa district;20 to 24 years of age;5312
        Rechitsa district;25 to 29 years of age;4441
        Rechitsa district;30 to 34 years of age;5959
        Rechitsa district;35 to 39 years of age;7099
        Rechitsa district;40 to 44 years of age;7631
        Rechitsa district;45 to 49 years of age;7151
        Rechitsa district;50 to 54 years of age;6901
        Rechitsa district;55 to 59 years of age;6452
        Rechitsa district;60 to 64 years of age;6623
        Rechitsa district;65 to 69 years of age;5973
        Rechitsa district;70 to 74 years of age;4493
        Rechitsa district;75 to 79 years of age;2631
        Rechitsa district;80 and over;2885
        Rogachev district;0 to 4 years of age;1805
        Rogachev district;By all age;49697
        Rogachev district;5 to 9 years of age;2747
        Rogachev district;10 to 14 years of age;3093
        Rogachev district;15 to 19 years of age;2258
        Rogachev district;20 to 24 years of age;2216
        Rogachev district;25 to 29 years of age;1627
        Rogachev district;30 to 34 years of age;2212
        Rogachev district;35 to 39 years of age;3326
        Rogachev district;40 to 44 years of age;3859
        Rogachev district;45 to 49 years of age;3317
        Rogachev district;50 to 54 years of age;3160
        Rogachev district;55 to 59 years of age;3512
        Rogachev district;60 to 64 years of age;4280
        Rogachev district;65 to 69 years of age;4836
        Rogachev district;70 to 74 years of age;3333
        Rogachev district;75 to 79 years of age;1852
        Rogachev district;80 and over;2264
        Svetlogorsk district;0 to 4 years of age;2909
        Svetlogorsk district;By all age;74708
        Svetlogorsk district;5 to 9 years of age;4238
        Svetlogorsk district;10 to 14 years of age;4724
        Svetlogorsk district;15 to 19 years of age;2919
        Svetlogorsk district;20 to 24 years of age;2683
        Svetlogorsk district;25 to 29 years of age;3389
        Svetlogorsk district;30 to 34 years of age;4621
        Svetlogorsk district;35 to 39 years of age;5816
        Svetlogorsk district;40 to 44 years of age;5935
        Svetlogorsk district;45 to 49 years of age;5377
        Svetlogorsk district;50 to 54 years of age;5948
        Svetlogorsk district;55 to 59 years of age;6283
        Svetlogorsk district;60 to 64 years of age;5868
        Svetlogorsk district;65 to 69 years of age;4911
        Svetlogorsk district;70 to 74 years of age;3725
        Svetlogorsk district;75 to 79 years of age;2633
        Svetlogorsk district;80 and over;2729
        Khoyniki district;0 to 4 years of age;1064
        Khoyniki district;By all age;18054
        Khoyniki district;5 to 9 years of age;1193
        Khoyniki district;10 to 14 years of age;1158
        Khoyniki district;15 to 19 years of age;841
        Khoyniki district;20 to 24 years of age;1031
        Khoyniki district;25 to 29 years of age;1049
        Khoyniki district;30 to 34 years of age;1045
        Khoyniki district;35 to 39 years of age;1088
        Khoyniki district;40 to 44 years of age;1241
        Khoyniki district;45 to 49 years of age;1395
        Khoyniki district;50 to 54 years of age;1488
        Khoyniki district;55 to 59 years of age;1377
        Khoyniki district;60 to 64 years of age;1152
        Khoyniki district;65 to 69 years of age;1057
        Khoyniki district;70 to 74 years of age;731
        Khoyniki district;75 to 79 years of age;470
        Khoyniki district;80 and over;674
        Chechersk district;0 to 4 years of age;786
        Chechersk district;By all age;14101
        Chechersk district;5 to 9 years of age;973
        Chechersk district;10 to 14 years of age;944
        Chechersk district;15 to 19 years of age;779
        Chechersk district;20 to 24 years of age;942
        Chechersk district;25 to 29 years of age;830
        Chechersk district;30 to 34 years of age;850
        Chechersk district;35 to 39 years of age;899
        Chechersk district;40 to 44 years of age;895
        Chechersk district;45 to 49 years of age;1011
        Chechersk district;50 to 54 years of age;1094
        Chechersk district;55 to 59 years of age;1016
        Chechersk district;60 to 64 years of age;976
        Chechersk district;65 to 69 years of age;784
        Chechersk district;70 to 74 years of age;539
        Chechersk district;75 to 79 years of age;299
        Chechersk district;80 and over;484
        Gomel, city of;0 to 4 years of age;16814
        Gomel, city of;By all age;501193
        Gomel, city of;5 to 9 years of age;27779
        Gomel, city of;10 to 14 years of age;29900
        Gomel, city of;15 to 19 years of age;32953
        Gomel, city of;20 to 24 years of age;24784
        Gomel, city of;25 to 29 years of age;23819
        Gomel, city of;30 to 34 years of age;34576
        Gomel, city of;35 to 39 years of age;44390
        Gomel, city of;40 to 44 years of age;42812
        Gomel, city of;45 to 49 years of age;37541
        Gomel, city of;50 to 54 years of age;34736
        Gomel, city of;55 to 59 years of age;33037
        Gomel, city of;60 to 64 years of age;30542
        Gomel, city of;65 to 69 years of age;32634
        Gomel, city of;70 to 74 years of age;24452
        Gomel, city of;75 to 79 years of age;14673
        Gomel, city of;80 and over;15751
    Grodno region;0 to 4 years of age;40703
    Grodno region;By all age;984880
    Grodno region;5 to 9 years of age;59889
    Grodno region;10 to 14 years of age;62952
    Grodno region;15 to 19 years of age;55786
    Grodno region;20 to 24 years of age;53290
    Grodno region;25 to 29 years of age;46798
    Grodno region;30 to 34 years of age;58854
    Grodno region;35 to 39 years of age;76332
    Grodno region;40 to 44 years of age;72906
    Grodno region;45 to 49 years of age;65850
    Grodno region;50 to 54 years of age;68657
    Grodno region;55 to 59 years of age;68051
    Grodno region;60 to 64 years of age;73156
    Grodno region;65 to 69 years of age;64953
    Grodno region;70 to 74 years of age;45118
    Grodno region;75 to 79 years of age;31602
    Grodno region;80 and over;39983
        Berestovitsa district;0 to 4 years of age;485
        Berestovitsa district;By all age;14175
        Berestovitsa district;5 to 9 years of age;782
        Berestovitsa district;10 to 14 years of age;765
        Berestovitsa district;15 to 19 years of age;753
        Berestovitsa district;20 to 24 years of age;880
        Berestovitsa district;25 to 29 years of age;707
        Berestovitsa district;30 to 34 years of age;708
        Berestovitsa district;35 to 39 years of age;723
        Berestovitsa district;40 to 44 years of age;847
        Berestovitsa district;45 to 49 years of age;954
        Berestovitsa district;50 to 54 years of age;1153
        Berestovitsa district;55 to 59 years of age;1179
        Berestovitsa district;60 to 64 years of age;1155
        Berestovitsa district;65 to 69 years of age;1067
        Berestovitsa district;70 to 74 years of age;704
        Berestovitsa district;75 to 79 years of age;485
        Berestovitsa district;80 and over;828
        Volkovysk district;0 to 4 years of age;2483
        Volkovysk district;By all age;62960
        Volkovysk district;5 to 9 years of age;3954
        Volkovysk district;10 to 14 years of age;4049
        Volkovysk district;15 to 19 years of age;3203
        Volkovysk district;20 to 24 years of age;2924
        Volkovysk district;25 to 29 years of age;2820
        Volkovysk district;30 to 34 years of age;3466
        Volkovysk district;35 to 39 years of age;4626
        Volkovysk district;40 to 44 years of age;4547
        Volkovysk district;45 to 49 years of age;4326
        Volkovysk district;50 to 54 years of age;4615
        Volkovysk district;55 to 59 years of age;5061
        Volkovysk district;60 to 64 years of age;5722
        Volkovysk district;65 to 69 years of age;4320
        Volkovysk district;70 to 74 years of age;2782
        Volkovysk district;75 to 79 years of age;1825
        Volkovysk district;80 and over;2237
        Voronovo district;0 to 4 years of age;856
        Voronovo district;By all age;20479
        Voronovo district;5 to 9 years of age;1074
        Voronovo district;10 to 14 years of age;1276
        Voronovo district;15 to 19 years of age;777
        Voronovo district;20 to 24 years of age;805
        Voronovo district;25 to 29 years of age;846
        Voronovo district;30 to 34 years of age;954
        Voronovo district;35 to 39 years of age;1148
        Voronovo district;40 to 44 years of age;1282
        Voronovo district;45 to 49 years of age;1440
        Voronovo district;50 to 54 years of age;1904
        Voronovo district;55 to 59 years of age;1950
        Voronovo district;60 to 64 years of age;1882
        Voronovo district;65 to 69 years of age;1419
        Voronovo district;70 to 74 years of age;1044
        Voronovo district;75 to 79 years of age;760
        Voronovo district;80 and over;1062
        Grodno district;0 to 4 years of age;1721
        Grodno district;By all age;48199
        Grodno district;5 to 9 years of age;2747
        Grodno district;10 to 14 years of age;3079
        Grodno district;15 to 19 years of age;2172
        Grodno district;20 to 24 years of age;2452
        Grodno district;25 to 29 years of age;2139
        Grodno district;30 to 34 years of age;2600
        Grodno district;35 to 39 years of age;3149
        Grodno district;40 to 44 years of age;3237
        Grodno district;45 to 49 years of age;3198
        Grodno district;50 to 54 years of age;3484
        Grodno district;55 to 59 years of age;3831
        Grodno district;60 to 64 years of age;3991
        Grodno district;65 to 69 years of age;3526
        Grodno district;70 to 74 years of age;2348
        Grodno district;75 to 79 years of age;1808
        Grodno district;80 and over;2717
        Dyatlovo district;0 to 4 years of age;772
        Dyatlovo district;By all age;21949
        Dyatlovo district;5 to 9 years of age;1011
        Dyatlovo district;10 to 14 years of age;1146
        Dyatlovo district;15 to 19 years of age;666
        Dyatlovo district;20 to 24 years of age;1006
        Dyatlovo district;25 to 29 years of age;887
        Dyatlovo district;30 to 34 years of age;1045
        Dyatlovo district;35 to 39 years of age;1301
        Dyatlovo district;40 to 44 years of age;1423
        Dyatlovo district;45 to 49 years of age;1520
        Dyatlovo district;50 to 54 years of age;1880
        Dyatlovo district;55 to 59 years of age;1971
        Dyatlovo district;60 to 64 years of age;2077
        Dyatlovo district;65 to 69 years of age;1785
        Dyatlovo district;70 to 74 years of age;1205
        Dyatlovo district;75 to 79 years of age;901
        Dyatlovo district;80 and over;1353
        Zelva district;0 to 4 years of age;439
        Zelva district;By all age;12474
        Zelva district;5 to 9 years of age;557
        Zelva district;10 to 14 years of age;592
        Zelva district;15 to 19 years of age;328
        Zelva district;20 to 24 years of age;518
        Zelva district;25 to 29 years of age;437
        Zelva district;30 to 34 years of age;407
        Zelva district;35 to 39 years of age;557
        Zelva district;40 to 44 years of age;677
        Zelva district;45 to 49 years of age;883
        Zelva district;50 to 54 years of age;1203
        Zelva district;55 to 59 years of age;1181
        Zelva district;60 to 64 years of age;1245
        Zelva district;65 to 69 years of age;1214
        Zelva district;70 to 74 years of age;836
        Zelva district;75 to 79 years of age;618
        Zelva district;80 and over;782
        Ivye district;0 to 4 years of age;856
        Ivye district;By all age;18919
        Ivye district;5 to 9 years of age;932
        Ivye district;10 to 14 years of age;1082
        Ivye district;15 to 19 years of age;830
        Ivye district;20 to 24 years of age;769
        Ivye district;25 to 29 years of age;725
        Ivye district;30 to 34 years of age;715
