id,name,name_ru,name_be,name_en,name_latin,place,adm0_name,adm1_pcode,adm1_name,adm2_pcode,adm2_name,geometry,settlement_key
node/243038124,Хобнае,Хобное,Хобнае,,Khobnae,hamlet,Belarus,BY002,Gomel,BY002008,Kalinkovichi,POINT (29.750885 52.081795),Хобное
node/243038119,Дзеравішча,Деревище,Дзеравішча,,Dzeravishcha,hamlet,Belarus,BY002,Gomel,BY002008,Kalinkovichi,POINT (29.78153 52.079311),Деревище
node/243009306,Лапацічы,Лопатичи,Лапацічы,,Lapatsichy,hamlet,Belarus,BY004,Minsk,BY004006,Kopyl,POINT (27.2971752 53.0750245),Лопатичи
node/243007971,Падлессе,Подлесье,Падлессе,,Padlesse,village,Belarus,BY004,Minsk,BY004015,Slutsk,POINT (27.2809982 53.0415253),Подлесье
node/243009456,Сераднякі,Середняки,Сераднякі,,Seradniaki,hamlet,Belarus,BY004,Minsk,BY004015,Slutsk,POINT (27.3059727 53.044991),Середняки
node/243009479,Усход,Усход,Усход,,Uskhod,hamlet,Belarus,BY004,Minsk,BY004015,Slutsk,POINT (27.32755 53.04027),Усход
node/243009476,Чырвоная Ніва,Чирвоная Нива,Чырвоная Ніва,,Chyrvonaia Niva,hamlet,Belarus,BY004,Minsk,BY004015,Slutsk,POINT (27.3243036 53.0479277),Чирвоная Нива
node/243009444,Знамя,Знамя,Знамя,,Znamia,village,Belarus,BY004,Minsk,BY004015,Slutsk,POINT (27.363939 53.045422),Знамя
node/243009438,Падліпцы,Подлипцы,Падліпцы,,Padliptsy,hamlet,Belarus,BY004,Minsk,BY004015,Slutsk,POINT (27.3972937 53.051669),Подлипцы
node/243009459,Свабодны,Свободный,Свабодны,,Svabodny,hamlet,Belarus,BY004,Minsk,BY004006,Kopyl,POINT (27.3701495 53.0663851),Свободный
node/243009491,Сахалін,Сахалин,Сахалін,,Sakhalin,hamlet,Belarus,BY004,Minsk,BY004006,Kopyl,POINT (27.3817625 53.0659747),Сахалин
node/243009304,Барок,Борок,Барок,,Barok,hamlet,Belarus,BY004,Minsk,BY004006,Kopyl,POINT (27.3572582 53.0790802),Борок
node/243009332,Бранава,Браново,Бранава,,Branava,hamlet,Belarus,BY004,Minsk,BY004006,Kopyl,POINT (27.4020335 53.0895783),Браново
node/243009315,Клешава,Клешево,Клешава,,Kleshava,hamlet,Belarus,BY004,Minsk,BY004006,Kopyl,POINT (27.3848823 53.1105778),Клешево
node/243009329,Мусічы,Мусичи,Мусічы,,Musichy,hamlet,Belarus,BY004,Minsk,BY004006,Kopyl,POINT (27.3997798 53.1313227),Мусичи
node/243009320,Ужа,Ужа,Ужа,,Uzha,hamlet,Belarus,BY004,Minsk,BY004006,Kopyl,POINT (27.31021 53.13434),Ужа
node/243009339,Навасёлкі,Новосёлки,Навасёлкі,,Navasiolki,hamlet,Belarus,BY004,Minsk,BY004006,Kopyl,POINT (27.30043 53.110828),Новоселки
node/243008010,Аткулавічы,Аткуловичи,Аткулавічы,,Atkulavichy,hamlet,Belarus,BY004,Minsk,BY004006,Kopyl,POINT (27.2801943 53.10803),Аткуловичи
node/243007990,Новыя Доктаравічы,Новые Докторовичи,Новыя Доктаравічы,,Novyia Doktaravichy,village,Belarus,BY004,Minsk,BY004006,Kopyl,POINT (27.2411828 53.0962044),Новые Докторовичи
node/243008035,Закопанка,Закопанка,Закопанка,,Zakopanka,hamlet,Belarus,BY004,Minsk,BY004006,Kopyl,POINT (27.2492461 53.1134125),Закопанка
node/243008007,Вуглы,Углы,Вуглы,,Vugly,hamlet,Belarus,BY004,Minsk,BY004006,Kopyl,POINT (27.2272169 53.1157772),Углы
node/243008027,Станькі,Станьки,Станькі,,Stan'ki,hamlet,Belarus,BY004,Minsk,BY004006,Kopyl,POINT (27.1968176 53.1265531),Станьки
node/243007993,Кель,Кель,Кель,,Kel',hamlet,Belarus,BY004,Minsk,BY004006,Kopyl,POINT (27.1557939 53.1300336),Кель
node/243007999,Ванелевічы,Ванелевичи,Ванелевічы,,Vanelevichy,village,Belarus,BY004,Minsk,BY004006,Kopyl,POINT (27.15546 53.09177),Ванелевичи
node/243008005,Доктаравічы,Докторовичи,Доктаравічы,,Doktaravichy,village,Belarus,BY004,Minsk,BY004006,Kopyl,POINT (27.2124349 53.0982335),Докторовичи
node/243007962,Леніна,Ленино,Леніна,,Lenina,village,Belarus,BY004,Minsk,BY004006,Kopyl,POINT (27.231062 53.055768),Ленино
node/243007956,Саўкова,Савково,Саўкова,,Saukova,hamlet,Belarus,BY004,Minsk,BY004006,Kopyl,POINT (27.19151 53.0559),Савково
node/243007959,Васільчыцы,Васильчицы,Васільчыцы,,Vasil'chytsy,hamlet,Belarus,BY004,Minsk,BY004006,Kopyl,POINT (27.12215 53.0698786),Васильчицы
node/243007965,Чыжэвічы,Чижевичи,Чыжэвічы,,Chyzhevichy,hamlet,Belarus,BY004,Minsk,BY004006,Kopyl,POINT (27.150541 53.0595471),Чижевичи
node/2276728753,Верабевічы,Веробьевичи,Верабевічы,,Verabevichy,hamlet,Belarus,BY004,Minsk,BY004006,Kopyl,POINT (27.1172875 53.0521498),Веробьевичи
node/243005318,Калінава,Калиново,Калінава,,Kalinava,hamlet,Belarus,BY004,Minsk,BY004006,Kopyl,POINT (27.0994727 53.0750718),Калиново
node/243005363,Быкоўцы,Быковцы,Быкоўцы,,Bykoutsy,hamlet,Belarus,BY004,Minsk,BY004006,Kopyl,POINT (27.0723131 53.1082885),Быковцы
node/243005327,Вусава,Усово,Вусава,,Vusava,hamlet,Belarus,BY004,Minsk,BY004006,Kopyl,POINT (27.1040138 53.1109341),Усово
node/243005324,Смычка,Смычка,Смычка,,Smychka,hamlet,Belarus,BY004,Minsk,BY004006,Kopyl,POINT (27.1042506 53.0914938),Смычка
node/243008013,Лазюкі,Лазюки,Лазюкі,,Laziuki,hamlet,Belarus,BY004,Minsk,BY004006,Kopyl,POINT (27.144292 53.1153843),Лазюки
node/243005351,Чырвоны Партызан,Чирвоный Партизан,Чырвоны Партызан,,Chyrvony Partyzan,hamlet,Belarus,BY004,Minsk,BY004006,Kopyl,POINT (27.0275873 53.1323363),Чирвоный Партизан
node/243005469,Мажа,Мажа,Мажа,,Mazha,village,Belarus,BY004,Minsk,BY004006,Kopyl,POINT (27.0566897 53.1151021),Мажа
node/243005354,Малыя Прусы,Малые Прусы,Малыя Прусы,,Malyia Prusy,hamlet,Belarus,BY004,Minsk,BY004006,Kopyl,POINT (27.006299 53.0971889),Малые Прусы
node/243005321,Вялікія Прусы,Великие Прусы,Вялікія Прусы,,Vialikiia Prusy,hamlet,Belarus,BY004,Minsk,BY004006,Kopyl,POINT (26.9927284 53.1060499),Великие Прусы
node/243005472,Сцяпуры,Степуры,Сцяпуры,,Stsiapury,hamlet,Belarus,BY004,Minsk,BY004006,Kopyl,POINT (26.9771305 53.1280997),Степуры
node/243005342,Калодзезнае,Колодезное,Калодзезнае,,Kalodzeznae,hamlet,Belarus,BY004,Minsk,BY004006,Kopyl,POINT (26.9383619 53.1320133),Колодезное
node/914277376,Раёк,Раёк,Раёк,,Raiok,hamlet,Belarus,BY004,Minsk,BY004013,Nesvizh,POINT (26.9192266 53.1269405),Раек
node/243004260,Калоўка,Коловка,Калоўка,,Kalouka,hamlet,Belarus,BY004,Minsk,BY004006,Kopyl,POINT (26.9347546 53.1161476),Коловка
node/243005477,Руднае,Рудное,Руднае,,Rudnae,village,Belarus,BY004,Minsk,BY004006,Kopyl,POINT (26.93376 53.09959),Рудное
node/243005348,Доўгае,Долгое,Доўгае,,Dougae,hamlet,Belarus,BY004,Minsk,BY004006,Kopyl,POINT (26.97187 53.0841452),Долгое
node/243005475,Канатопы,Конотопы,Канатопы,,Kanatopy,hamlet,Belarus,BY004,Minsk,BY004006,Kopyl,POINT (26.9468643 53.0827115),Конотопы
node/243004299,Славінка,Славинка,Славінка,,Slavinka,hamlet,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.9165 53.04182),Славинка
node/243005485,Агароднікі,Огородники,Агароднікі,Aharodniki,Aharodniki,hamlet,Belarus,BY004,Minsk,BY004006,Kopyl,POINT (26.9760329 53.06259),Огородники
node/243005431,Цімкавічы,Тимковичи,Цімкавічы,,Tsimkavichy,village,Belarus,BY004,Minsk,BY004006,Kopyl,POINT (26.992043 53.072872),Тимковичи
node/243005457,Чарнагубава,Черногубово,Чарнагубава,,Charnagubava,hamlet,Belarus,BY004,Minsk,BY004006,Kopyl,POINT (27.0407253 53.0826728),Черногубово
node/243005497,Варонаўшчына,Вороновщина,Варонаўшчына,,Varonaushchyna,hamlet,Belarus,BY004,Minsk,BY004006,Kopyl,POINT (27.0607127 53.0659867),Вороновщина
node/243005481,Рачкевічы,Рачкевичи,Рачкевічы,Rachkyevichy,Rachkyevichy,hamlet,Belarus,BY004,Minsk,BY004006,Kopyl,POINT (27.0329164 53.0595682),Рачкевичи
node/243005423,Лешня,Лешня,Лешня,,Leshnia,village,Belarus,BY004,Minsk,BY004006,Kopyl,POINT (26.9973512 53.0073602),Лешня
node/243005428,Блеўчыцы,Блевчицы,Блеўчыцы,,Bleuchytsy,hamlet,Belarus,BY004,Minsk,BY004006,Kopyl,POINT (27.0519299 53.0135936),Блевчицы
node/243005500,Дзярэчына,Деречино,Дзярэчына,,Dziarechyna,hamlet,Belarus,BY004,Minsk,BY004006,Kopyl,POINT (27.0648838 53.0143081),Деречино
node/243005411,Мацкевічы,Мацкевичи,Мацкевічы,,Matskevichy,hamlet,Belarus,BY004,Minsk,BY004006,Kopyl,POINT (27.036739 52.991772),Мацкевичи
node/243005437,Семежава,Семежево,Семежава,,Semezhava,village,Belarus,BY004,Minsk,BY004006,Kopyl,POINT (26.9978882 52.9627379),Семежево
node/243005448,Кіявічы,Киевичи,Кіявічы,,Kiiavichy,hamlet,Belarus,BY004,Minsk,BY004006,Kopyl,POINT (26.988537 52.987057),Киевичи
node/243005420,Первамайскі,Первомайский,Первамайскі,,Pervamaiski,hamlet,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.96199 52.94972),Первомайский
node/243004187,Філіпавічы,Филиповичи,Філіпавічы,,Filipavichy,hamlet,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.9166566 52.9782389),Филиповичи
node/3105306673,Філіпавічы,Филиповичи,Філіпавічы,,Filipavichy,hamlet,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.936928 52.9698155),Филиповичи
node/243004296,Вострава,Острово,Вострава,Vostrava,Vostrava,hamlet,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.9226248 52.9987418),Острово
node/243005414,Домантавічы,Домантовичи,Домантавічы,,Domantavichy,hamlet,Belarus,BY004,Minsk,BY004006,Kopyl,POINT (26.966508 52.9941449),Домантовичи
node/243005503,Малінаўка,Малиновка,Малінаўка,,Malinauka,hamlet,Belarus,BY004,Minsk,BY004006,Kopyl,POINT (26.9595693 53.0194351),Малиновка
node/243005487,Красіна,Красино,Красіна,,Krasina,hamlet,Belarus,BY004,Minsk,BY004006,Kopyl,POINT (26.9746076 53.0267092),Красино
node/243005490,Комсічы,Комсичи,Комсічы,,Komsichy,hamlet,Belarus,BY004,Minsk,BY004006,Kopyl,POINT (26.9392292 53.0349855),Комсичи
node/2925411608,Каралінка,Каролинка,Каралінка,,Karalinka,hamlet,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.9254361 53.0367522),Каролинка
node/243004290,Арэхаўка,Ореховка,Арэхаўка,,Arekhauka,hamlet,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.9190489 53.0313955),Ореховка
node/243004167,Вясёлае,Весёлое,Вясёлае,,Viasiolae,hamlet,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.8233731 53.0295381),Веселое
node/243004175,Навасёлкі,Новосёлки,Навасёлкі,,Navasiolki,village,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.89093 53.012718),Новоселки
node/243004201,Цецеравец,Тетеревец,Цецеравец,,Tsetseravets,hamlet,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.8847791 52.9727339),Тетеревец
node/243004204,Лазавічы,Лазовичи,Лазавічы,,Lazavichy,village,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.877431 52.9618911),Лазовичи
node/243004202,Урведзь,Урведь,Урведзь,,Urvedz',hamlet,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.8336975 52.9464956),Урведь
node/243004178,Ёдчыцы,Ёдчицы,Ёдчыцы,,Iodchytsy,hamlet,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.8504061 52.984732),Едчицы
node/243004206,Дамарацкія,Доморацкие,Дамарацкія,,Damaratskiia,hamlet,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.7552175 52.9481446),Доморацкие
node/243004200,Цясноўка,Тесновка,Цясноўка,,Tsiasnouka,hamlet,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.7548394 52.973512),Тесновка
node/243004196,Нагорнае,Нагорное,Нагорнае,,Nagornae,village,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.765305 52.9698762),Нагорное
node/243004181,Загорнае,Загорное,Загорнае,,Zagornae,hamlet,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.7877776 52.9988661),Загорное
node/243004170,Заполле,Заполье,Заполле,,Zapolle,hamlet,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.778368 53.0055836),Заполье
node/243004161,Каранеўшчына,Кореневщина,Каранеўшчына,,Karaneushchyna,hamlet,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.7910903 53.02862),Кореневщина
node/243002585,Галавачы,Головачи,Галавачы,,Galavachy,village,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.74622 53.04233),Головачи
node/243004158,Рассветная,Рассветная,Рассветная,,Rassvetnaia,hamlet,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.7643049 53.0598107),Рассветная
node/243002577,Гурнаўшчына,Гурновщина,Гурнаўшчына,,Gurnaushchyna,village,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.7501607 53.0527467),Гурновщина
node/243004306,Зубкі,Зубки,Зубкі,,Zubki,village,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.7561966 53.0799554),Зубки
node/243004155,Лецяшын,Летешин,Лецяшын,,Letsiashyn,hamlet,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.7749652 53.0507286),Летешин
node/243004292,Матушы,Матуши,Матушы,,Matushy,hamlet,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.7908041 53.0401174),Матуши
node/243004164,Дзягцяныя,Дегтяные,Дзягцяныя,,Dziagtsianyia,hamlet,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.82801 53.05392),Дегтяные
node/243004172,Браткава,Братково,Браткава,,Bratkava,village,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.8581209 53.055268),Братково
node/243004302,Савічы,Савичи,Савічы,,Savichy,hamlet,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.8951758 53.0769884),Савичи
node/243004309,Заракаўцы,Зараковцы,Заракаўцы,,Zarakautsy,hamlet,Belarus,BY004,Minsk,BY004013,Nesvizh,POINT (26.8421024 53.0726521),Зараковцы
node/243004312,Вялікая Раёўка,Великая Раёвка,Вялікая Раёўка,,Vialikaia Raiouka,hamlet,Belarus,BY004,Minsk,BY004013,Nesvizh,POINT (26.883526 53.1249128),Великая Раевка
node/243004245,Богараўшчына,Богоровщина,Богараўшчына,,Bogaraushchyna,hamlet,Belarus,BY004,Minsk,BY004013,Nesvizh,POINT (26.851963 53.117634),Богоровщина
node/243004287,Куцаўшчына,Куцевщина,Куцаўшчына,,Kutsaushchyna,hamlet,Belarus,BY004,Minsk,BY004013,Nesvizh,POINT (26.8387721 53.1154828),Куцевщина
node/243004277,Цякалаўшчына,Текаловщина,Цякалаўшчына,,Tsiakalaushchyna,hamlet,Belarus,BY004,Minsk,BY004013,Nesvizh,POINT (26.7996251 53.1298394),Текаловщина
node/243004272,Лявонавічы,Леоновичи,Лявонавічы,,Liavonavichy,village,Belarus,BY004,Minsk,BY004013,Nesvizh,POINT (26.777121 53.1213),Леоновичи
node/243004274,Смалічы,Смоличи,Смалічы,,Smalichy,hamlet,Belarus,BY004,Minsk,BY004013,Nesvizh,POINT (26.80415 53.109371),Смоличи
node/243004280,Ляхі,Ляхи,Ляхі,,Liakhi,hamlet,Belarus,BY004,Minsk,BY004013,Nesvizh,POINT (26.7666003 53.0995506),Ляхи
node/243004269,Палаўковічы,Половковичи,Палаўковічы,,Palaukovichy,village,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.7735852 53.0909446),Половковичи
node/243002525,Іванава,Иваново,Іванава,Ivanava,Ivanava,hamlet,Belarus,BY004,Minsk,BY004013,Nesvizh,POINT (26.7044091 53.1229086),Иваново
node/243002534,Пукелеўшчына,Пукелевщина,Пукелеўшчына,,Pukeleushchyna,hamlet,Belarus,BY004,Minsk,BY004013,Nesvizh,POINT (26.672064 53.132275),Пукелевщина
node/243002565,Касмовічы,Космовичи,Касмовічы,,Kasmovichy,hamlet,Belarus,BY004,Minsk,BY004013,Nesvizh,POINT (26.6632878 53.1165215),Космовичи
node/1387980051,Рассвет,Рассвет,Рассвет,Rassvyet,Rassvyet,village,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.6728325 53.1021988),Рассвет
node/243002537,Дзямідавічы,Демидовичи,Дзямідавічы,,Dziamidavichy,hamlet,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.699793 53.104187),Демидовичи
node/243002550,Садовая,Садовая,Садовая,,Sadovaia,hamlet,Belarus,BY004,Minsk,BY004013,Nesvizh,POINT (26.725318 53.0992309),Садовая
node/243002553,Сухлічы,Сухличи,Сухлічы,,Sukhlichy,hamlet,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.7195265 53.0726628),Сухличи
node/243002578,Зернавая,Зерновая,Зернавая,,Zernavaia,hamlet,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.7314073 53.0550572),Зерновая
node/243002581,Цапэрка,Цеперка,Цапэрка,,Tsaperka,hamlet,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.7229071 53.0497264),Цеперка
node/243002571,Панкратавічы,Панкратовичи,Панкратавічы,,Pankratavichy,village,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.6675855 53.0670249),Панкратовичи
node/243002556,Сякерычы,Секеричи,Сякерычы,,Siakerychy,village,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.6904729 53.0788895),Секеричи
node/242978921,Клецк,Клецк,Клецк,Kletsk,Kletsk,town,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.632966 53.0661204),Клецк
node/4656442305,Шчэпічы,Щепичи,Шчэпічы,,Shchepichy,village,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.5747988 53.0768696),Щепичи
node/243002543,Лукаўцы,Лукавцы,Лукаўцы,,Lukautsy,hamlet,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.596609 53.088341),Лукавцы
node/243002562,Гарбуноўшчына,Горбуновщина,Гарбуноўшчына,,Garbunoushchyna,hamlet,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.6472533 53.1005428),Горбуновщина
node/243002559,Вялікая Быхаўшчына,Большая Быховщина,Вялікая Быхаўшчына,,Vialikaia Bykhaushchyna,hamlet,Belarus,BY004,Minsk,BY004013,Nesvizh,POINT (26.6333929 53.1281585),Большая Быховщина
node/243002522,Малая Быхаўшчына,Малая Быховщина,Малая Быхаўшчына,,Malaia Bykhaushchyna,hamlet,Belarus,BY004,Minsk,BY004013,Nesvizh,POINT (26.602213 53.1295746),Малая Быховщина
node/243002540,Ліпка,Липка,Ліпка,,Lipka,hamlet,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.6000242 53.1125067),Липка
node/243002528,Сцяпужычы,Степужичи,Сцяпужычы,,Stsiapuzhychy,hamlet,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.58151 53.11967),Степужичи
node/242999296,Даматканавічы,Домоткановичи,Даматканавічы,,Damatkanavichy,village,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.5506638 53.1173646),Домоткановичи
node/242999310,Навадворкі,Новодворки,Навадворкі,,Navadvorki,hamlet,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.5514537 53.0892519),Новодворки
node/242999308,Якшычы,Якшичи,Якшычы,,Iakshychy,hamlet,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.5135594 53.1056617),Якшичи
node/242999305,Арда,Орда,Арда,,Arda,village,Belarus,BY004,Minsk,BY004013,Nesvizh,POINT (26.4874995 53.1268713),Орда
node/242999319,Мацылёўшчына,Мацилёвщина,Мацылёўшчына,,Matsylioushchyna,hamlet,Belarus,BY004,Minsk,BY004013,Nesvizh,POINT (26.4412742 53.1280416),Мацилевщина
node/242999268,Жарабковічы,Жеребковичи,Жарабковічы,,Zharabkovichy,village,Belarus,BY001,Brest,BY001010,Ljahovichi,POINT (26.44538 53.07152),Жеребковичи
node/242999286,Зарытава,Зарытово,Зарытава,,Zarytava,hamlet,Belarus,BY001,Brest,BY001010,Ljahovichi,POINT (26.45079 53.08559),Зарытово
node/242999167,Канюхі,Конюхи,Канюхі,,Kaniukhi,hamlet,Belarus,BY001,Brest,BY001010,Ljahovichi,POINT (26.40907 53.0559),Конюхи
node/242999183,Русаўшчына,Русовщина,Русаўшчына,,Rusaushchyna,hamlet,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.4869662 53.047324),Русовщина
node/242999115,Гулічы,Гуличи,Гулічы,,Gulichy,hamlet,Belarus,BY001,Brest,BY001010,Ljahovichi,POINT (26.4950415 53.061245),Гуличи
node/242999300,Яцкаўшчына,Яцковщина,Яцкаўшчына,,Iatskaushchyna,hamlet,Belarus,BY001,Brest,BY001010,Ljahovichi,POINT (26.4930925 53.0789002),Яцковщина
node/242999299,Гусакі,Гусаки,Гусакі,,Gusaki,hamlet,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.53507 53.078209),Гусаки
node/242999292,Яжавічы,Яжевичи,Яжавічы,,Iazhavichy,hamlet,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.557899 53.067051),Яжевичи
node/242999216,Салаўі,Соловьи,Салаўі,,Salaui,hamlet,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.5295072 53.0411764),Соловьи
node/242999149,Ліскава,Лисково,Ліскава,,Liskava,hamlet,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.5432147 53.0162234),Лисково
node/242999251,Іскры,Искры,Іскры,,Iskry,hamlet,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.5018008 53.0124388),Искры
node/242999047,Заляшаны,Залешаны,Заляшаны,,Zaliashany,hamlet,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.4818584 53.0272225),Залешаны
node/242999093,Яфімавічы,Ефимовичи,Яфімавічы,,Iafimavichy,hamlet,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.46478 53.01779),Ефимовичи
node/242999133,Нача,Нача,Нача,Nacha,Nacha,village,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.4241154 53.0346346),Нача
node/242999233,Шчаснавічы,Счастновичи,Шчаснавічы,,Shchasnavichy,hamlet,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.4057096 53.0121387),Счастновичи
node/242999063,Карбоўцы,Карбовцы,Карбоўцы,,Karboutsy,hamlet,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.4178481 52.99432),Карбовцы
node/242999011,Жомайдзь,Жомойдь,Жомайдзь,,Zhomaidz',hamlet,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.4699498 52.9936491),Жомойдь
node/242998988,Ганявічы,Ганевичи,Ганявічы,,Ganiavichy,hamlet,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.4210255 52.9752231),Ганевичи
node/242998987,Нарэшавічы,Нарешевичи,Нарэшавічы,,Nareshavichy,hamlet,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.45495 52.9549585),Нарешевичи
node/4478678616,Сіняўка,Синявка,Сіняўка,,Siniauka,village,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.465824 52.965611),Синявка
node/242998981,Панача,Понача,Панача,,Panacha,hamlet,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.4751656 52.9544567),Понача
node/242998982,Забалатнікі,Заболотники,Забалатнікі,,Zabalatniki,hamlet,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.4871845 52.9810989),Заболотники
node/242998992,Траццякі,Третьяки,Траццякі,,Tratstsiaki,hamlet,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.5297431 52.9683573),Третьяки
node/242998984,Рудкі,Рудки,Рудкі,,Rudki,hamlet,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.54114 52.9762956),Рудки
node/242999289,Масцілавічы,Мостиловичи,Масцілавічы,,Mastsilavichy,hamlet,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.55172 52.99169),Мостиловичи
node/242998980,Туча,Туча,Туча,,Tucha,village,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.541323 52.958927),Туча
node/243002601,Дунайчыцы,Дунайчицы,Дунайчыцы,,Dunaichytsy,hamlet,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.6060738 53.0091292),Дунайчицы
node/243002604,Кухчыцы,Кухчицы,Кухчыцы,,Kukhchytsy,village,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.5721137 53.0342624),Кухчицы
node/243002594,Бабаевічы,Бабаевичи,Бабаевічы,Babayevichy,Babayevichy,village,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.6454715 53.0358681),Бабаевичи
node/243002607,Янавічы,Яновичи,Янавічы,,Ianavichy,village,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.646633 53.008198),Яновичи
node/243002576,Капланавічы,Каплановичи,Капланавічы,,Kaplanavichy,hamlet,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.6610203 52.9984643),Каплановичи
node/243002575,Красная Звязда,Красная Звезда,Красная Звязда,,Krasnaia Zviazda,village,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.680319 53.011909),Красная Звезда
node/243002610,Цапра,Цепра,Цапра,,Tsapra,hamlet,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.713325 53.0219224),Цепра
node/243002625,Грыцэвічы,Грицевичи,Грыцэвічы,,Grytsevichy,village,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.715503 52.9796481),Грицевичи
node/243002631,Светлая,Светлая,Светлая,,Svetlaia,hamlet,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.6937135 52.9809684),Светлая
node/243002628,Заельня,Заельня,Заельня,,Zael'nia,hamlet,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.6576257 52.9707325),Заельня
node/243002619,Мервіны,Мервины,Мервіны,,Merviny,hamlet,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.7149701 52.949732),Мервины
node/243002613,Драбаўшчына,Драбовщина,Драбаўшчына,,Drabaushchyna,hamlet,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.6778303 52.8979888),Драбовщина
node/243002634,Вароніна,Воронино,Вароніна,,Varonina,hamlet,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.6667599 52.9223257),Воронино
node/243002622,Межная Слабада,Межная Слобода,Межная Слабада,,Mezhnaia Slabada,hamlet,Belarus,BY004,Minsk,BY004005,Kletsk,POINT (26.591757 52.941769),Межная Слобода
