id,name,name_ru,name_be,name_en,name_latin,place,adm0_name,adm1_pcode,adm1_name,adm2_pcode,adm2_name,geometry,settlement_key
node/243024365,Мушычы,Мушичи,Мушычы,,Mushychy,hamlet,Belarus,BY002,Gomel,BY002014,Oktjabrsky,POINT (29.05772 52.510792),Мушичи
node/243024368,Міхайлаўскае,Михайловское,Міхайлаўскае,,Mikhailauskae,hamlet,Belarus,BY002,Gomel,BY002014,Oktjabrsky,POINT (29.066389 52.472931),Михайловское
node/243024359,Савічы,Савичи,Савічы,,Savichy,village,Belarus,BY002,Gomel,BY002015,Petrikov,POINT (29.0552999 52.4171378),Савичи
node/243024361,Стараселле,Староселье,Стараселле,,Staraselle,hamlet,Belarus,BY002,Gomel,BY002015,Petrikov,POINT (29.0091079 52.4121612),Староселье
node/243024360,Колкі,Колки,Колкі,,Kolki,village,Belarus,BY002,Gomel,BY002015,Petrikov,POINT (28.9652974 52.4208709),Колки
node/243025156,Брады,Броды,Брады,,Brady,hamlet,Belarus,BY002,Gomel,BY002015,Petrikov,POINT (28.875851 52.415691),Броды
node/243025485,Зублішча,Зублище,Зублішча,,Zublishcha,hamlet,Belarus,BY002,Gomel,BY002015,Petrikov,POINT (28.89533 52.4259),Зублище
node/243025160,Вялікае Поле,Великое Поле,Вялікае Поле,,Vialikae Pole,hamlet,Belarus,BY002,Gomel,BY002015,Petrikov,POINT (28.77173 52.384995),Великое Поле
node/243025163,Капцэвічы,Копцевичи,Капцэвічы,,Kaptsevichy,hamlet,Belarus,BY002,Gomel,BY002015,Petrikov,POINT (28.784296 52.415703),Копцевичи
node/243025148,Лучыцы,Лучицы,Лучыцы,,Luchytsy,village,Belarus,BY002,Gomel,BY002015,Petrikov,POINT (28.79611 52.447102),Лучицы
node/243025482,Красны,Красный,Красны,,Krasny,hamlet,Belarus,BY002,Gomel,BY002015,Petrikov,POINT (28.7728595 52.4533954),Красный
node/243025478,Подгаць,Подгать,Подгаць,,Podgats',hamlet,Belarus,BY002,Gomel,BY002015,Petrikov,POINT (28.888809 52.493622),Подгать
node/243025476,Курын,Курин,Курын,,Kuryn,hamlet,Belarus,BY002,Gomel,BY002014,Oktjabrsky,POINT (28.89447 52.557819),Курин
node/243025484,Хвойня,Хвойня,Хвойня,,Khvoinia,hamlet,Belarus,BY002,Gomel,BY002014,Oktjabrsky,POINT (28.80735 52.5131),Хвойня
node/243025479,Дземенка,Деменка,Дземенка,,Dzemenka,hamlet,Belarus,BY002,Gomel,BY002014,Oktjabrsky,POINT (28.75371 52.524689),Деменка
node/243025474,Зацішша,Затишье,Зацішша,,Zatsishsha,hamlet,Belarus,BY002,Gomel,BY002014,Oktjabrsky,POINT (28.7530587 52.5748145),Затишье
node/243025477,Ражаноў,Рожанов,Ражаноў,,Razhanou,hamlet,Belarus,BY002,Gomel,BY002014,Oktjabrsky,POINT (28.7570511 52.6027628),Рожанов
node/243025470,Парэчча,Поречье,Парэчча,,Parechcha,village,Belarus,BY002,Gomel,BY002014,Oktjabrsky,POINT (28.752462 52.638992),Поречье
node/2783721552,Рабкор,Рабкор,Рабкор,,Rabkor,hamlet,Belarus,BY002,Gomel,BY002014,Oktjabrsky,POINT (28.8435096 52.6078441),Рабкор
node/242978949,Акцябрскі,Октябрьский,Акцябрскі,,Aktsiabrski,town,Belarus,BY002,Gomel,BY002014,Oktjabrsky,POINT (28.8831413 52.6470794),Октябрьский
node/243025481,Лаўстыкі,Лавстыки,Лаўстыкі,,Laustyki,hamlet,Belarus,BY002,Gomel,BY002014,Oktjabrsky,POINT (28.87653 52.609829),Лавстыки
node/2784851739,Кавалі,Ковали,Кавалі,,Kavali,hamlet,Belarus,BY002,Gomel,BY002014,Oktjabrsky,POINT (28.899952 52.603039),Ковали
node/243025471,Кавалі,Ковали,Кавалі,,Kavali,hamlet,Belarus,BY002,Gomel,BY002014,Oktjabrsky,POINT (28.88563 52.598499),Ковали
node/243024339,Гаць,Гать,Гаць,,Gats',village,Belarus,BY002,Gomel,BY002014,Oktjabrsky,POINT (28.963739 52.60408),Гать
node/243024340,Грабʼё,Грабьё,Грабʼё,,Grab'io,hamlet,Belarus,BY002,Gomel,BY002014,Oktjabrsky,POINT (29.01 52.559879),Грабье
node/243024343,Ніўнае,Нивное,Ніўнае,,Niunae,hamlet,Belarus,BY002,Gomel,BY002014,Oktjabrsky,POINT (29.02219 52.56554),Нивное
node/243024346,Заазерʼе,Заозерье,Заазерʼе,,Zaazer'e,hamlet,Belarus,BY002,Gomel,BY002014,Oktjabrsky,POINT (29.0202403 52.6414105),Заозерье
node/243024342,Лескі,Лески,Лескі,,Leski,hamlet,Belarus,BY002,Gomel,BY002014,Oktjabrsky,POINT (28.91576 52.62245),Лески
node/243024345,Смыковічы,Смыковичи,Смыковічы,,Smykovichy,hamlet,Belarus,BY002,Gomel,BY002014,Oktjabrsky,POINT (28.93601 52.636951),Смыковичи
node/243024348,Шкава,Шкава,Шкава,,Shkava,village,Belarus,BY002,Gomel,BY002014,Oktjabrsky,POINT (28.9989102 52.6955548),Шкава
node/243024387,Зуб-Буда,Зуб-Буда,Зуб-Буда,,Zub-Buda,hamlet,Belarus,BY002,Gomel,BY002014,Oktjabrsky,POINT (29.074289 52.726391),Зуб-Буда
node/243024385,Істопкі,Истопки,Істопкі,,Istopki,hamlet,Belarus,BY002,Gomel,BY002014,Oktjabrsky,POINT (29.0704513 52.7509976),Истопки
node/243024352,Заазершчына,Заозерщина,Заазершчына,,Zaazershchyna,hamlet,Belarus,BY002,Gomel,BY002014,Oktjabrsky,POINT (29.0368586 52.7457932),Заозерщина
node/243024347,Воземля,Оземля,Воземля,,Vozemlia,hamlet,Belarus,BY002,Gomel,BY002014,Oktjabrsky,POINT (28.9504978 52.7456353),Оземля
node/243025451,Залессе,Залесье,Залессе,Zalesse,Zalesse,hamlet,Belarus,BY002,Gomel,BY002014,Oktjabrsky,POINT (28.88434 52.707512),Залесье
node/243025439,Булкаў,Булков,Булкаў,,Bulkau,hamlet,Belarus,BY002,Gomel,BY002014,Oktjabrsky,POINT (28.90185 52.722618),Булков
node/2783707787,Бумажкова,Бумажково,Бумажкова,,Bumazhkova,hamlet,Belarus,BY002,Gomel,BY002014,Oktjabrsky,POINT (28.896646 52.707233),Бумажково
node/243025472,Старая Дуброва,Старая Дуброва,Старая Дуброва,,Staraia Dubrova,village,Belarus,BY002,Gomel,BY002014,Oktjabrsky,POINT (28.8743512 52.6621911),Старая Дуброва
node/243025469,Новая Дуброва,Новая Дуброва,Новая Дуброва,,Novaia Dubrova,hamlet,Belarus,BY002,Gomel,BY002014,Oktjabrsky,POINT (28.88117 52.67601),Новая Дуброва
node/243025466,Старыя Завалёны,Старые Завалёны,Старыя Завалёны,,Staryia Zavaliony,hamlet,Belarus,BY002,Gomel,BY002014,Oktjabrsky,POINT (28.8616384 52.6712634),Старые Завалены
node/243025465,Новыя Завалёны,Новые Завалёны,Новыя Завалёны,,Novyia Zavaliony,hamlet,Belarus,BY002,Gomel,BY002014,Oktjabrsky,POINT (28.856449 52.68288),Новые Завалены
node/243025462,Малын,Малын,Малын,,Malyn,hamlet,Belarus,BY002,Gomel,BY002014,Oktjabrsky,POINT (28.852285 52.696106),Малын
node/1677936409,Пціч,Птичь,Пціч,Ptsich,Ptsich,hamlet,Belarus,BY006,Mogilev,BY006007,Glusk,POINT (28.762189 52.7265767),Птичь
node/243025459,Заракуша,Зарекуша,Заракуша,,Zarakusha,hamlet,Belarus,BY006,Mogilev,BY006007,Glusk,POINT (28.7640882 52.7582195),Зарекуша
node/243025456,Касарычы,Косаричи,Касарычы,,Kasarychy,hamlet,Belarus,BY006,Mogilev,BY006007,Glusk,POINT (28.7666098 52.7517685),Косаричи
node/243015003,Малінаўка,Малиновка,Малінаўка,,Malinauka,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,POINT (27.61379 52.89822),Малиновка
node/243014968,Навасёлкі,Новосёлки,Навасёлкі,Navasiolki,Navasiolki,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,POINT (27.6139239 52.9053955),Новоселки
node/243014938,Ісерна,Исерно,Ісерна,,Iserna,village,Belarus,BY004,Minsk,BY004017,Soligorsk,POINT (27.6390656 52.9011766),Исерно
node/243014955,Нежаўка,Нежевка,Нежаўка,,Nezhauka,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,POINT (27.6458587 52.913202),Нежевка
node/243014961,Працавічы,Працевичи,Працавічы,,Pratsavichy,village,Belarus,BY004,Minsk,BY004015,Slutsk,POINT (27.60547 52.92663),Працевичи
node/243014941,Куляшы,Кулеши,Куляшы,,Kuliashy,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,POINT (27.5206092 52.9108959),Кулеши
node/243015000,Шабунькі,Шабуньки,Шабунькі,,Shabun'ki,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,POINT (27.5207542 52.9045593),Шабуньки
node/2928524841,Глядкі,Глядки,Глядкі,,Gliadki,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,POINT (27.528239 52.9009455),Глядки
node/243014979,Устрань,Устрань,Устрань,,Ustran',hamlet,Belarus,BY004,Minsk,BY004015,Slutsk,POINT (27.5144716 52.9336601),Устрань
node/243014947,Навабелічы,Новобеличи,Навабелічы,,Navabelichy,hamlet,Belarus,BY004,Minsk,BY004015,Slutsk,POINT (27.4866025 52.9364243),Новобеличи
node/243009433,Белічы,Беличи,Белічы,,Belichy,village,Belarus,BY004,Minsk,BY004015,Slutsk,POINT (27.4519144 52.942883),Беличи
node/243009580,Балотчыцы,Болотчицы,Балотчыцы,,Balotchytsy,village,Belarus,BY004,Minsk,BY004015,Slutsk,POINT (27.4087719 52.9201039),Болотчицы
node/243009425,Млынка,Млынка,Млынка,,Mlynka,hamlet,Belarus,BY004,Minsk,BY004015,Slutsk,POINT (27.4703118 52.9141949),Млынка
node/243014859,Чапялі,Чепели,Чапялі,,Chapiali,village,Belarus,BY004,Minsk,BY004017,Soligorsk,POINT (27.479144 52.876688),Чепели
node/243009567,Прусы,Пруссы,Прусы,,Prusy,hamlet,Belarus,BY004,Minsk,BY004015,Slutsk,POINT (27.4322632 52.8883929),Пруссы
node/243009585,Балотчыцы,Болотчицы,Балотчыцы,,Balotchytsy,hamlet,Belarus,BY004,Minsk,BY004015,Slutsk,POINT (27.4043369 52.8944777),Болотчицы
node/243009591,Прусікі,Прусики,Прусікі,,Prusiki,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,POINT (27.4209086 52.8673377),Прусики
node/243009577,Радкава,Радково,Радкава,,Radkava,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,POINT (27.4581912 52.8499506),Радково
node/243014820,Бранчыцы,Брянчицы,Бранчыцы,,Branchytsy,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,POINT (27.5442521 52.8812981),Брянчицы
node/243014829,Тамілава Гара,Томилова Гора,Тамілава Гара,,Tamilava Gara,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,POINT (27.545761 52.8286506),Томилова Гора
node/2928527546,Атрубы,Отрубы,Атрубы,,Atruby,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,POINT (27.5420266 52.8102953),Отрубы
node/243014856,Чыжэвічы,Чижевичи,Чыжэвічы,,Chyzhevichy,village,Belarus,BY004,Minsk,BY004017,Soligorsk,POINT (27.5374059 52.8075305),Чижевичи
node/2928531137,Корчык,Корчик,Корчык,,Korchyk,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,POINT (27.5402711 52.8201924),Корчик
node/2928531138,Шахаўніца,Шаховница,Шахаўніца,,Shakhaunitsa,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,POINT (27.5341813 52.8196429),Шаховница
node/900309780,Дрызгаловіча,Дризгаловича,Дрызгаловіча,,Dryzgalovicha,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,POINT (27.5124898 52.8205727),Дризгаловича
node/900309784,Мамыкаў,Мамыков,Мамыкаў,,Mamykau,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,POINT (27.5155636 52.8148979),Мамыков
node/243014883,Кулакі,Кулаки,Кулакі,,Kulaki,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,POINT (27.5174209 52.8016716),Кулаки
node/900309788,Ліпнікі,Липники,Ліпнікі,,Lipniki,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,POINT (27.5153973 52.8066585),Липники
node/243014844,Хвалева,Хвалево,Хвалева,,Khvaleva,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,POINT (27.5059873 52.8074471),Хвалево
node/243014862,Падасінка,Подосинка,Падасінка,,Padasinka,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,POINT (27.4978061 52.8129386),Подосинка
node/243014994,Чырвоная Даліна,Чирвоная Долина,Чырвоная Даліна,,Chyrvonaia Dalina,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,POINT (27.4888613 52.821261),Чирвоная Долина
node/243014826,Жабін,Жабин,Жабін,,Zhabin,village,Belarus,BY004,Minsk,BY004017,Soligorsk,POINT (27.5000421 52.8291322),Жабин
node/243014823,Півашы,Пиваши,Півашы,,Pivashy,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,POINT (27.5269389 52.8391347),Пиваши
node/243014838,Малы Жабін,Малый Жабин,Малы Жабін,,Maly Zhabin,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,POINT (27.5076995 52.8433345),Малый Жабин
node/3240749238,Каменка,Каменка,Каменка,,Kamenka,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,POINT (27.4990455 52.8385555),Каменка
node/243014835,Дубочкі,Дубочки,Дубочкі,,Dubochki,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,POINT (27.4929495 52.8384805),Дубочки
node/243014998,Ператок,Переток,Ператок,,Peratok,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,POINT (27.4723996 52.8359415),Переток
node/243014988,Сахалін,Сахалин,Сахалін,,Sakhalin,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,POINT (27.4845055 52.8384545),Сахалин
node/243014991,Зялёны Курган,Зелёный Курган,Зялёны Курган,,Zialiony Kurgan,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,POINT (27.4836776 52.829613),Зеленый Курган
node/243009528,Краснадворцы,Краснодворцы,Краснадворцы,,Krasnadvortsy,village,Belarus,BY004,Minsk,BY004017,Soligorsk,POINT (27.437264 52.8063456),Краснодворцы
node/243009573,Старадворцы,Стародворцы,Старадворцы,,Staradvortsy,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,POINT (27.4524585 52.8231231),Стародворцы
node/243014853,Чыжоўка,Чижовка,Чыжоўка,,Chyzhouka,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,POINT (27.4836628 52.8111674),Чижовка
node/243009521,Іздрашава,Издрашево,Іздрашава,,Izdrashava,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,POINT (27.4703373 52.7982593),Издрашево
node/243009518,Дубеі,Дубеи,Дубеі,,Dubei,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,POINT (27.4501691 52.786457),Дубеи
node/243009540,Сіцянец,Ситенец,Сіцянец,,Sitsianets,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,POINT (27.4248987 52.755453),Ситенец
node/243014841,Тычыны,Тычины,Тычыны,,Tychyny,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,POINT (27.492734 52.7635965),Тычины
node/243014886,Забродскія,Забродские,Забродскія,,Zabrodskiia,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,POINT (27.4975521 52.7961878),Забродские
node/2928521763,Новы,Новый,Новы,,Novy,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,POINT (27.509426 52.798598),Новый
node/242978930,Салігорск,Солигорск,Салігорск,Salihorsk,Salihorsk,city,Belarus,BY004,Minsk,BY004017,Soligorsk,POINT (27.5420336 52.7840567),Солигорск
node/243014880,Язавінь,Язовинь,Язавінь,,Iazavin',hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,POINT (27.5909634 52.7526267),Язовинь
node/243014850,Зажэвічы,Зажевичи,Зажэвічы,,Zazhevichy,village,Belarus,BY004,Minsk,BY004017,Soligorsk,POINT (27.63954 52.78759),Зажевичи
node/3824534826,Заазёрны,Заозёрный,Заазёрны,,Zaaziorny,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,POINT (27.5900866 52.777483),Заозерный
node/243014877,Мяцявічы,Метявичи,Мяцявічы,,Miatsiavichy,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,POINT (27.5874732 52.8063144),Метявичи
node/243015006,Сяльцо,Сельцо,Сяльцо,,Sial'tso,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,POINT (27.6179242 52.828129),Сельцо
node/243013703,Карысць,Корысть,Карысць,,Karysts',hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,POINT (27.6955425 52.8026355),Корысть
node/243013713,Цясова,Тесово,Цясова,,Tsiasova,village,Belarus,BY004,Minsk,BY004017,Soligorsk,POINT (27.6786616 52.8285875),Тесово
node/243014016,Кутнева,Кутнево,Кутнева,,Kutneva,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,POINT (27.7084669 52.8467499),Кутнево
node/243013774,Старыя Цярушкі,Старые Терушки,Старыя Цярушкі,,Staryia Tsiarushki,village,Belarus,BY004,Minsk,BY004017,Soligorsk,POINT (27.715517 52.7855752),Старые Терушки
node/243013728,Крывортава,Кривортово,Крывортава,,Kryvortava,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,POINT (27.7559086 52.7545801),Кривортово
node/243013753,Барок,Борок,Барок,,Barok,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,POINT (27.7757142 52.7604292),Борок
node/243013699,Пажарышча,Пожарище,Пажарышча,,Pazharyshcha,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,POINT (27.7712867 52.768328),Пожарище
node/243013693,Вішанькі,Вишеньки,Вішанькі,,Vishan'ki,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,POINT (27.77026 52.77428),Вишеньки
node/243013701,Задоншчына,Задонщина,Задоншчына,,Zadonshchyna,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,POINT (27.7470848 52.7934109),Задонщина
node/243013764,Масты,Мосты,Масты,,Masty,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,POINT (27.7687045 52.7893247),Мосты
node/3824430728,Імхавы,Имховой,Імхавы,,Imkhavy,isolated_dwelling,Belarus,BY004,Minsk,BY004017,Soligorsk,POINT (27.7968387 52.7854243),Имховой
node/243013696,Выння,Вынья,Выння,,Vynnia,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,POINT (27.7866674 52.7899946),Вынья
node/243013716,Альхоўка,Ольховка,Альхоўка,,Al'khouka,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,POINT (27.8200845 52.7902829),Ольховка
node/243013725,Астравок,Островок,Астравок,Astravok,Astravok,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,POINT (27.8163158 52.7739959),Островок
node/243013772,Закальное,Закальное,Закальное,,Zakal'noe,village,Belarus,BY004,Minsk,BY004017,Soligorsk,POINT (27.8006502 52.7685062),Закальное
node/243016123,Падлескі,Подлески,Падлескі,,Padleski,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,POINT (27.8411919 52.7652924),Подлески
node/243016119,Горкі,Горки,Горкі,,Gorki,hamlet,Belarus,BY004,Minsk,BY004009,Lyuban,POINT (27.8900725 52.7604529),Горки
node/243016125,Налес,Налес,Налес,,Nales,hamlet,Belarus,BY004,Minsk,BY004009,Lyuban,POINT (27.888296 52.7640619),Налес
node/243016105,Забалаць,Заболоть,Забалаць,,Zabalats',village,Belarus,BY004,Minsk,BY004009,Lyuban,POINT (27.875193 52.7955916),Заболоть
node/243013718,Прудзішчы,Прудищи,Прудзішчы,,Prudzishchy,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,POINT (27.8293071 52.7812956),Прудищи
node/243016110,Юшкавічы,Юшковичи,Юшкавічы,,Iushkavichy,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,POINT (27.8351358 52.8032881),Юшковичи
node/243016069,Дубнікі,Дубники,Дубнікі,,Dubniki,hamlet,Belarus,BY004,Minsk,BY004009,Lyuban,POINT (27.9035251 52.8190564),Дубники
node/243016064,Ракавішчы,Раковищи,Ракавішчы,,Rakavishchy,hamlet,Belarus,BY004,Minsk,BY004009,Lyuban,POINT (27.8703857 52.8201449),Раковищи
node/243016080,Купнікі,Купники,Купнікі,,Kupniki,hamlet,Belarus,BY004,Minsk,BY004009,Lyuban,POINT (27.84871 52.84587),Купники
node/243014028,Смольгава,Смольгово,Смольгава,,Smol'gava,village,Belarus,BY004,Minsk,BY004017,Soligorsk,POINT (27.8112859 52.8396442),Смольгово
node/243014005,Невалож,Неволож,Невалож,,Nevalozh,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,POINT (27.7893793 52.8373312),Неволож
node/243014025,Радуга,Радуга,Радуга,,Raduga,hamlet,Belarus,BY004,Minsk,BY004009,Lyuban,POINT (27.821311 52.8716215),Радуга
node/243014019,Ляскі,Лески,Ляскі,,Liaski,hamlet,Belarus,BY004,Minsk,BY004015,Slutsk,POINT (27.7527773 52.8889913),Лески
node/243014034,Дарасіно,Доросино,Дарасіно,,Darasino,village,Belarus,BY004,Minsk,BY004015,Slutsk,POINT (27.7857098 52.8966292),Доросино
node/2268305767,Няжараўка,Нежаровка,Няжараўка,,Niazharauka,hamlet,Belarus,BY004,Minsk,BY004009,Lyuban,POINT (27.8185249 52.90276),Нежаровка
node/243016090,Крупенікі,Крупеники,Крупенікі,,Krupeniki,hamlet,Belarus,BY004,Minsk,BY004015,Slutsk,POINT (27.8433 52.93745),Крупеники
node/243016085,Чапаева,Чапаево,Чапаева,,Chapaeva,hamlet,Belarus,BY004,Minsk,BY004009,Lyuban,POINT (27.8507613 52.8950798),Чапаево
node/243016077,Хацінава,Хотиново,Хацінава,,Khatsinava,hamlet,Belarus,BY004,Minsk,BY004009,Lyuban,POINT (27.856992 52.8819595),Хотиново
node/243016075,Таль,Таль,Таль,,Tal',village,Belarus,BY004,Minsk,BY004009,Lyuban,POINT (27.9576898 52.8569237),Таль
node/243020828,Вежанка,Веженка,Вежанка,,Vezhanka,hamlet,Belarus,BY004,Minsk,BY004009,Lyuban,POINT (28.06921 52.83909),Веженка
node/243020847,Палічнае,Паличное,Палічнае,,Palichnae,hamlet,Belarus,BY004,Minsk,BY004009,Lyuban,POINT (28.0716332 52.8018757),Паличное
node/243016072,Ператок,Переток,Ператок,,Peratok,hamlet,Belarus,BY004,Minsk,BY004009,Lyuban,POINT (27.9362248 52.8324519),Переток
node/243016114,Касцюкі,Костюки,Касцюкі,,Kastsiuki,village,Belarus,BY004,Minsk,BY004009,Lyuban,POINT (27.9335305 52.802557),Костюки
node/243016146,Катоўскае,Котовское,Катоўскае,,Katouskae,hamlet,Belarus,BY004,Minsk,BY004009,Lyuban,POINT (27.9081572 52.7759444),Котовское
node/243016128,Паўночнае Волае,Северное Олое,Паўночнае Волае,,Paunochnae Volae,hamlet,Belarus,BY004,Minsk,BY004009,Lyuban,POINT (27.934968 52.7770206),Северное Олое
node/243016143,Паўднёвае Волае,Южное Олое,Паўднёвае Волае,,Paudniovae Volae,hamlet,Belarus,BY004,Minsk,BY004009,Lyuban,POINT (27.9299321 52.7695543),Южное Олое
node/243016107,Вобчын,Обчин,Вобчын,,Vobchyn,village,Belarus,BY004,Minsk,BY004009,Lyuban,POINT (27.9161281 52.7575075),Обчин
node/243016056,Крынічнае,Криничное,Крынічнае,,Krynichnae,hamlet,Belarus,BY004,Minsk,BY004009,Lyuban,POINT (27.9376164 52.7524299),Криничное
node/243016058,Арлёва,Орлёво,Арлёва,,Arliova,village,Belarus,BY004,Minsk,BY004009,Lyuban,POINT (27.9968847 52.7647145),Орлево
node/27251066,Любань,Любань,Любань,Lyuban,Lyuban,town,Belarus,BY004,Minsk,BY004009,Lyuban,POINT (27.9994587 52.7919112),Любань
node/243020899,Сарачы,Сорочи,Сарачы,,Sarachy,village,Belarus,BY004,Minsk,BY004009,Lyuban,POINT (28.0185579 52.7868996),Сорочи
node/243020902,Рэдкавічы,Редковичи,Рэдкавічы,,Redkavichy,village,Belarus,BY004,Minsk,BY004009,Lyuban,POINT (28.04818 52.72356),Редковичи
node/243016062,Шыпілавічы,Шипиловичи,Шыпілавічы,,Shypilavichy,village,Belarus,BY004,Minsk,BY004009,Lyuban,POINT (28.0004334 52.734113),Шипиловичи
node/243016131,Белы Слуп,Белый Слуп,Белы Слуп,,Bely Slup,hamlet,Belarus,BY004,Minsk,BY004009,Lyuban,POINT (27.9523261 52.7478367),Белый Слуп
node/243016134,Беракаль,Берекаль,Беракаль,,Berakal',hamlet,Belarus,BY004,Minsk,BY004009,Lyuban,POINT (27.9255882 52.7509247),Берекаль
node/243016189,Горбач,Горбач,Горбач,,Gorbach,isolated_dwelling,Belarus,BY004,Minsk,BY004009,Lyuban,POINT (27.9673541 52.6965453),Горбач
node/243016171,Барок,Борок,Барок,,Barok,hamlet,Belarus,BY004,Minsk,BY004009,Lyuban,POINT (27.939099 52.6981096),Борок
node/243016165,Жораўка,Жоровка,Жораўка,,Zhorauka,hamlet,Belarus,BY004,Minsk,BY004009,Lyuban,POINT (27.9104843 52.7033127),Жоровка
node/243016152,Ляхаўка,Ляховка,Ляхаўка,,Liakhauka,hamlet,Belarus,BY004,Minsk,BY004009,Lyuban,POINT (27.9060659 52.6879967),Ляховка
node/243016179,Песчанец 1,Песчанец 1,Песчанец 1,,Peschanets 1,hamlet,Belarus,BY004,Minsk,BY004009,Lyuban,POINT (27.9242396 52.6657509),Песчанец 1
node/243016162,Аляксандраўка,Александровка,Аляксандраўка,,Aliaksandrauka,hamlet,Belarus,BY004,Minsk,BY004009,Lyuban,POINT (27.97068 52.6791),Александровка
node/243016186,Старыя Юрковічы,Старые Юрковичи,Старыя Юрковічы,,Staryia Iurkovichy,village,Belarus,BY004,Minsk,BY004009,Lyuban,POINT (27.9996 52.67),Старые Юрковичи
node/243016192,Запалле,Запалье,Запалле,,Zapalle,hamlet,Belarus,BY004,Minsk,BY004009,Lyuban,POINT (28.00947 52.68914),Запалье
node/243016195,Новыя Юрковічы,Новые Юрковичи,Новыя Юрковічы,,Novyia Iurkovichy,hamlet,Belarus,BY004,Minsk,BY004009,Lyuban,POINT (28.0002694 52.7006576),Новые Юрковичи
node/243020920,Чачэнск,Чеченск,Чачэнск,,Chachensk,hamlet,Belarus,BY004,Minsk,BY004009,Lyuban,POINT (28.06252 52.69893),Чеченск
node/243020909,Лісцёнка,Листёнка,Лісцёнка,,Listsionka,hamlet,Belarus,BY004,Minsk,BY004009,Lyuban,POINT (28.02578 52.65507),Листенка
node/243020881,Камуна,Коммуна,Камуна,,Kamuna,village,Belarus,BY004,Minsk,BY004009,Lyuban,POINT (28.0455167 52.6172607),Коммуна
node/243020884,Кузьмічы,Кузьмичи,Кузьмічы,,Kuz'michy,village,Belarus,BY004,Minsk,BY004009,Lyuban,POINT (28.06252 52.56795),Кузьмичи
node/243020878,Канстанцінаўка,Константиновка,Канстанцінаўка,,Kanstantsinauka,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,POINT (28.01823 52.55997),Константиновка
node/243016234,Сосны,Сосны,Сосны,,Sosny,village,Belarus,BY004,Minsk,BY004017,Soligorsk,POINT (27.9850067 52.585991),Сосны
