X,Y,fid,id,name,name_ru,name_be,name_en,name_latin,place,adm0_name,adm1_pcode,adm1_name,adm2_pcode,adm2_name,settlement_key
5589796.0725677,3613906.02241577,6901,node/243039654,Калінаўка,Калиновка,Калінаўка,,Kalinauka,hamlet,Belarus,BY006,Mogilev,BY006001,Belynichi,Калиновка
5592222.35249699,3612862.74225092,6903,node/243039710,Хвойна,Фойна,Хвойна,,Khvoina,hamlet,Belarus,BY006,Mogilev,BY006001,Belynichi,Фойна
5590073.68193202,3616106.96483948,6904,node/243039645,Кунцы,Кунцы,Кунцы,,Kuntsy,hamlet,Belarus,BY006,Mogilev,BY006001,Belynichi,Кунцы
5593276.57947326,3615996.10304114,6905,node/243039630,Лубяны,Лубяны,Лубяны,,Lubiany,hamlet,Belarus,BY006,Mogilev,BY006001,Belynichi,Лубяны
5588055.09823694,3602608.87727552,6917,node/243030339,Горка,Горка,Горка,,Gorka,hamlet,Belarus,BY006,Mogilev,BY006001,Belynichi,Горка
5593345.50746732,3602323.99077732,6920,node/2916173424,Вослеўка,Ослевка,Вослеўка,,Vosleuka,hamlet,Belarus,BY006,Mogilev,BY006001,Belynichi,Ослевка
5593281.12258625,3600003.67452975,6921,node/243039563,Рудня,Рудня,Рудня,,Rudnia,hamlet,Belarus,BY006,Mogilev,BY006001,Belynichi,Рудня
5591074.43098329,3596307.14839707,6922,node/243030305,Паліўнікі,Поливники,Паліўнікі,,Paliuniki,hamlet,Belarus,BY006,Mogilev,BY006001,Belynichi,Поливники
5593783.45513472,3596517.96455407,6923,node/243039566,Мазкі,Мазки,Мазкі,,Mazki,isolated_dwelling,Belarus,BY006,Mogilev,BY006001,Belynichi,Мазки
5603266.67663547,3604529.16689057,6928,node/243033626,Краснае,Красное,Краснае,,Krasnae,hamlet,Belarus,BY006,Mogilev,BY006001,Belynichi,Красное
5599540.22890808,3606922.27695915,6929,node/243039694,Няропля,Неропля,Няропля,,Niaroplia,hamlet,Belarus,BY006,Mogilev,BY006001,Belynichi,Неропля
5601391.71185634,3608050.9424687,6930,node/243039705,Запакулле,Запокулье,Запакулле,,Zapakulle,hamlet,Belarus,BY006,Mogilev,BY006001,Belynichi,Запокулье
5602434.2256426,3609799.71532482,6931,node/243033594,Бальшы Трылесін,Большой Трилесин,Бальшы Трылесін,,Bal'shy Trylesin,hamlet,Belarus,BY006,Mogilev,BY006001,Belynichi,Большой Трилесин
5604345.16812246,3605297.72042519,6932,node/243033602,Студзёнка,Студёнка,Студзёнка,,Studzionka,hamlet,Belarus,BY006,Mogilev,BY006001,Belynichi,Студенка
5605509.97718093,3607467.61807708,6933,node/243033610,Свяцілавічы,Светиловичи,Свяцілавічы,,Sviatsilavichy,village,Belarus,BY006,Mogilev,BY006001,Belynichi,Светиловичи
5607820.04941415,3610109.70334992,6934,node/243033591,Камяніца,Каменица,Камяніца,,Kamianitsa,hamlet,Belarus,BY006,Mogilev,BY006001,Belynichi,Каменица
5614850.49932434,3604300.17463892,6944,node/243033618,Кліны,Клины,Кліны,,Kliny,hamlet,Belarus,BY006,Mogilev,BY006017,Mogilev,Клины
5614730.62598922,3602925.3502929,6946,node/243033620,Шараеўка,Шараевка,Шараеўка,,Sharaeuka,isolated_dwelling,Belarus,BY006,Mogilev,BY006017,Mogilev,Шараевка
5616563.89781593,3603312.987672,6947,node/243034857,Красная Слабада,Красная Слобода,Красная Слабада,Krasnaya Slabada,Krasnaya Slabada,hamlet,Belarus,BY006,Mogilev,BY006017,Mogilev,Красная Слобода
5618842.93265379,3605889.36431947,6948,node/243034844,Пясчанка,Песчанка,Пясчанка,Pyashchanka,Pyashchanka,hamlet,Belarus,BY006,Mogilev,BY006017,Mogilev,Песчанка
5618839.67392073,3608865.26483301,6949,node/243034656,Залубнішча,Залубнище,Залубнішча,,Zalubnishcha,hamlet,Belarus,BY006,Mogilev,BY006017,Mogilev,Залубнище
5610037.86507009,3612766.79845295,6958,node/243033613,Сіпайлы,Сипайлы,Сіпайлы,,Sipaily,hamlet,Belarus,BY006,Mogilev,BY006001,Belynichi,Сипайлы
5610942.04353344,3616393.49558947,6960,node/243033726,Север,Север,Север,,Sever,hamlet,Belarus,BY006,Mogilev,BY006020,Shklov,Север
5609874.37253363,3615945.03538239,6961,node/243033687,Сурды,Сурды,Сурды,,Surdy,hamlet,Belarus,BY006,Mogilev,BY006020,Shklov,Сурды
5612102.2032942,3614893.98116354,6964,node/243034677,Карпаўка,Карповка,Карпаўка,,Karpauka,hamlet,Belarus,BY006,Mogilev,BY006020,Shklov,Карповка
5612666.3405164,3615658.667265,6972,node/243034717,Сцяпанаўка,Степановка,Сцяпанаўка,,Stsiapanauka,hamlet,Belarus,BY006,Mogilev,BY006020,Shklov,Степановка
5613003.09280984,3620819.42703689,6973,node/243034529,Мерч,Мерчь,Мерч,,Merch,hamlet,Belarus,BY006,Mogilev,BY006020,Shklov,Мерчь
5614934.06228149,3620007.76568162,6974,node/243034517,Зацішша,Затишье,Зацішша,Zatsishsha,Zatsishsha,hamlet,Belarus,BY006,Mogilev,BY006017,Mogilev,Затишье
5615764.34181529,3622425.91729901,6975,node/243034537,Бальшыя Лазіцы,Большие Лозицы,Бальшыя Лазіцы,,Bal'shyia Lazitsy,hamlet,Belarus,BY006,Mogilev,BY006020,Shklov,Большие Лозицы
5609995.21180395,3618157.34097611,6976,node/243033708,Малыя Васількі,Малые Васильки,Малыя Васількі,,Malyia Vasil'ki,hamlet,Belarus,BY006,Mogilev,BY006020,Shklov,Малые Васильки
5602428.879884,3620356.43894571,6982,node/243033636,Сіваі,Сиваи,Сіваі,,Sivai,hamlet,Belarus,BY006,Mogilev,BY006020,Shklov,Сиваи
5602115.39196839,3615945.60542194,6984,node/243033644,Ветка,Ветка,Ветка,,Vetka,hamlet,Belarus,BY006,Mogilev,BY006001,Belynichi,Ветка
5605326.09486274,3612153.62762942,6985,node/243033680,Калініна,Калинина,Калініна,Kalinina,Kalinina,hamlet,Belarus,BY006,Mogilev,BY006001,Belynichi,Калинина
5604122.6913916,3612821.48525115,6986,node/243033577,Атраднае,Отрядное,Атраднае,,Atradnae,hamlet,Belarus,BY006,Mogilev,BY006001,Belynichi,Отрядное
5604098.54285074,3611714.63851149,6987,node/243033598,Красны Пахар,Красный Пахарь,Красны Пахар,,Krasny Pakhar,hamlet,Belarus,BY006,Mogilev,BY006001,Belynichi,Красный Пахарь
5603762.99192811,3611331.03927519,6988,node/243033569,Малы Трылесін,Малый Трилесин,Малы Трылесін,,Maly Trylesin,hamlet,Belarus,BY006,Mogilev,BY006001,Belynichi,Малый Трилесин
5509032.9751826,3603563.58220354,6995,node/243023559,Стаі,Стаи,Стаі,,Stai,hamlet,Belarus,BY004,Minsk,BY004002,Borisov,Стаи
5508872.15416057,3602169.49049598,6996,node/4424619340,Гарэліца,Горелица,Гарэліца,,Garelitsa,hamlet,Belarus,BY004,Minsk,BY004002,Borisov,Горелица
5510458.69525663,3602513.97122004,6998,node/4424619341,Ельніца,Ельница,Ельніца,Yelnitsa,Yelnitsa,hamlet,Belarus,BY004,Minsk,BY004002,Borisov,Ельница
5513304.792084,3597374.86549947,7001,node/243023572,Тарасікі,Тарасики,Тарасікі,,Tarasiki,hamlet,Belarus,BY004,Minsk,BY004002,Borisov,Тарасики
5521769.44376028,3599552.91045481,7004,node/243022599,Казлоўка,Козловка,Казлоўка,,Kazlouka,hamlet,Belarus,BY004,Minsk,BY004002,Borisov,Козловка
5521637.42516397,3601322.45329965,7005,node/243022610,Сівіца,Сивица,Сівіца,,Sivitsa,hamlet,Belarus,BY004,Minsk,BY004002,Borisov,Сивица
5522570.99832554,3600897.12280764,7006,node/243022612,Рубленікі,Рубленики,Рубленікі,,Rubleniki,hamlet,Belarus,BY004,Minsk,BY004002,Borisov,Рубленики
5522341.39036519,3601087.26919666,7007,node/2539391982,Новы Пасёлак,Новый Посёлок,Новы Пасёлак,,Novy Pasiolak,hamlet,Belarus,BY004,Minsk,BY004002,Borisov,Новый Поселок
5524031.66590454,3600777.1047485,7008,node/243022600,Баранаўка,Барановка,Баранаўка,Baranauka,Baranauka,hamlet,Belarus,BY004,Minsk,BY004002,Borisov,Барановка
5524790.32688305,3609341.64717602,7010,node/243022715,Завалы,Завалы,Завалы,,Zavaly,hamlet,Belarus,BY004,Minsk,BY004002,Borisov,Завалы
5527735.79301097,3606474.76345059,7014,node/243022737,Бягі,Беги,Бягі,,Biagi,hamlet,Belarus,BY004,Minsk,BY004002,Borisov,Беги
5531574.28352058,3598342.92894369,7017,node/243024429,Малышкі,Малышки,Малышкі,,Malyshki,hamlet,Belarus,BY004,Minsk,BY004002,Borisov,Малышки
5523999.28527914,3599426.11660322,7020,node/243022597,Персцень,Перстень,Персцень,,Perstsen',hamlet,Belarus,BY004,Minsk,BY004002,Borisov,Перстень
5528943.4262747,3590477.15882472,7026,node/243022618,Мурашкі,Мурашки,Мурашкі,,Murashki,hamlet,Belarus,BY004,Minsk,BY004002,Borisov,Мурашки
5532467.67557954,3581452.88683185,7032,node/243022842,Бярозаўка,Берёзовка,Бярозаўка,,Biarozauka,hamlet,Belarus,BY004,Minsk,BY004003,Cherven,Березовка
5530256.89650182,3582869.03318512,7033,node/243022856,Градно,Гродно,Градно,,Gradno,hamlet,Belarus,BY004,Minsk,BY004003,Cherven,Гродно
5528752.48160899,3580891.10147315,7034,node/243022848,Бышанка,Бышанка,Бышанка,,Byshanka,hamlet,Belarus,BY004,Minsk,BY004003,Cherven,Бышанка
5527603.47856684,3581980.14543304,7035,node/243022845,Навадворʼе,Новодворье,Навадворʼе,,Navadvor'e,hamlet,Belarus,BY004,Minsk,BY004003,Cherven,Новодворье
5526048.78048619,3582404.58763055,7036,node/243022840,Глухое,Глухое,Глухое,,Glukhoe,hamlet,Belarus,BY004,Minsk,BY004003,Cherven,Глухое
5527385.65115024,3586462.8379196,7037,node/243022652,Ніціеўшчына,Нитиевщина,Ніціеўшчына,,Nitsieushchyna,hamlet,Belarus,BY004,Minsk,BY004002,Borisov,Нитиевщина
5527645.07195824,3587596.3995012,7038,node/243022649,Навішчына,Новищино,Навішчына,,Navishchyna,hamlet,Belarus,BY004,Minsk,BY004002,Borisov,Новищино
5527984.77297644,3586706.32678842,7039,node/243022621,Шабліншчына,Шаблинщина,Шабліншчына,,Shablinshchyna,hamlet,Belarus,BY004,Minsk,BY004002,Borisov,Шаблинщина
5519083.24181036,3578583.15894475,7041,node/243023586,Пацічова,Потичёво,Пацічова,,Patsichova,hamlet,Belarus,BY004,Minsk,BY004016,Smolevichi,Потичево
5515431.23119019,3581865.73871708,7044,node/243023574,Старынка,Старинка,Старынка,,Starynka,hamlet,Belarus,BY004,Minsk,BY004016,Smolevichi,Старинка
5516276.72948267,3581986.74344217,7045,node/243023575,Забалоцце,Заболотье,Забалоцце,,Zabalotstse,hamlet,Belarus,BY004,Minsk,BY004016,Smolevichi,Заболотье
5519123.9004564,3583054.65412943,7046,node/243023581,Стрыева,Стриево,Стрыева,,Stryeva,hamlet,Belarus,BY004,Minsk,BY004016,Smolevichi,Стриево
5516696.01434198,3584941.74300934,7047,node/243023568,Дубнікі,Дубники,Дубнікі,,Dubniki,hamlet,Belarus,BY004,Minsk,BY004016,Smolevichi,Дубники
5515088.82922002,3584643.13045483,7048,node/243023580,Замосце,Замостье,Замосце,,Zamostse,hamlet,Belarus,BY004,Minsk,BY004016,Smolevichi,Замостье
5515279.53972565,3592951.28540876,7055,node/243023566,Заручча,Заручье,Заручча,,Zaruchcha,hamlet,Belarus,BY004,Minsk,BY004016,Smolevichi,Заручье
5501255.73912187,3590931.44457409,7060,node/243019976,Бярозавіца,Берёзовица,Бярозавіца,,Biarozavitsa,hamlet,Belarus,BY004,Minsk,BY004016,Smolevichi,Березовица
5502537.16138956,3588418.21886499,7063,node/243019987,Дзямідава Жэсць,Демидова Жесть,Дзямідава Жэсць,,Dziamidava Zhests',hamlet,Belarus,BY004,Minsk,BY004016,Smolevichi,Демидова Жесть
5504710.0393811,3590122.17060802,7064,node/243019970,Яловіца,Яловица,Яловіца,,Ialovitsa,hamlet,Belarus,BY004,Minsk,BY004016,Smolevichi,Яловица
5506220.67875463,3590070.62996799,7065,node/243019823,Трубянок,Трубенок,Трубянок,,Trubianok,hamlet,Belarus,BY004,Minsk,BY004016,Smolevichi,Трубенок
5503920.85242629,3587273.50082495,7066,node/243019983,Цэнтральны,Центральный,Цэнтральны,,Tsentral'ny,hamlet,Belarus,BY004,Minsk,BY004016,Smolevichi,Центральный
5502836.10949254,3583494.95024278,7067,node/243019953,Чарніцкі,Черницкий,Чарніцкі,Čarnicki,Čarnicki,village,Belarus,BY004,Minsk,BY004016,Smolevichi,Черницкий
5512846.2516727,3582857.56136601,7068,node/243023578,Юраўка,Юровка,Юраўка,,Iurauka,isolated_dwelling,Belarus,BY004,Minsk,BY004016,Smolevichi,Юровка
5512547.38955003,3583801.39307735,7069,node/1402894794,Журавок,Журавок,Журавок,,Zhuravok,hamlet,Belarus,BY004,Minsk,BY004016,Smolevichi,Журавок
5509389.09894129,3579609.59237792,7070,node/243019925,Туры,Туры,Туры,,Tury,hamlet,Belarus,BY004,Minsk,BY004016,Smolevichi,Туры
5510694.7543617,3575872.2471023,7072,node/243019892,Дубовы Лог,Дубовый Лог,Дубовы Лог,,Dubovy Log,hamlet,Belarus,BY004,Minsk,BY004016,Smolevichi,Дубовый Лог
5507402.45763678,3576950.52990898,7075,node/243019910,Дабраводка,Доброводка,Дабраводка,,Dabravodka,hamlet,Belarus,BY004,Minsk,BY004016,Smolevichi,Доброводка
5506298.32374399,3574598.63765103,7076,node/243019902,Заброддзе,Забродье,Заброддзе,,Zabroddze,hamlet,Belarus,BY004,Minsk,BY004016,Smolevichi,Забродье
5505740.85460107,3575804.28861349,7077,node/243019898,Сцепша,Степша,Сцепша,,Stsepsha,hamlet,Belarus,BY004,Minsk,BY004016,Smolevichi,Степша
5506834.70746143,3580996.4541786,7080,node/243019941,Пеліка,Пелика,Пеліка,,Pelika,hamlet,Belarus,BY004,Minsk,BY004016,Smolevichi,Пелика
5506280.77571517,3581400.74977728,7081,node/3824618948,Пеліка,Пелика,Пеліка,,Pelika,hamlet,Belarus,BY004,Minsk,BY004016,Smolevichi,Пелика
5501325.567151,3572874.00570965,7088,node/243022080,Шабуні,Шабуни,Шабуні,,Shabuni,hamlet,Belarus,BY004,Minsk,BY004016,Smolevichi,Шабуни
5499122.4735935,3575673.47455232,7089,node/243022084,Ворат,Ворот,Ворат,,Vorat,hamlet,Belarus,BY004,Minsk,BY004016,Smolevichi,Ворот
5494424.22195555,3585739.24242707,7097,node/243022112,Прысынак,Присынок,Прысынак,,Prysynak,hamlet,Belarus,BY004,Minsk,BY004016,Smolevichi,Присынок
5498870.31945402,3582909.77970036,7099,node/243022110,Малыя Ліпкі,Малые Липки,Малыя Ліпкі,Malyja Lipki,Malyja Lipki,hamlet,Belarus,BY004,Minsk,BY004016,Smolevichi,Малые Липки
5500162.69753936,3583418.46344385,7100,node/243019956,Палявая,Полевая,Палявая,Paliavaja,Paliavaja,hamlet,Belarus,BY004,Minsk,BY004016,Smolevichi,Полевая
5496106.62849063,3589027.99165428,7106,node/1469168604,Чорны Лес,Чёрный Лес,Чорны Лес,,Chorny Les,hamlet,Belarus,BY004,Minsk,BY004016,Smolevichi,Черный Лес
5499236.61702692,3589596.44500857,7109,node/926616415,Залатая Горка,Золотая Горка,Залатая Горка,Zalataja Horka,Zalataja Horka,hamlet,Belarus,BY004,Minsk,BY004016,Smolevichi,Золотая Горка
5497885.03255847,3591010.3248329,7110,node/2960462986,Росіна Паляна,Росина Поляна,Росіна Паляна,,Rosina Paliana,isolated_dwelling,Belarus,BY004,Minsk,BY004016,Smolevichi,Росина Поляна
5498285.70212774,3590774.66573591,7111,node/2960470535,Высокія Ляды,Высокие Ляды,Высокія Ляды,Vysokija Liady,Vysokija Liady,hamlet,Belarus,BY004,Minsk,BY004016,Smolevichi,Высокие Ляды
5500132.19194204,3592303.02366281,7112,node/243019813,Перамежнае,Перемежное,Перамежнае,Pieramiežnaje,Pieramiežnaje,hamlet,Belarus,BY004,Minsk,BY004016,Smolevichi,Перемежное
5497418.67827085,3592504.13386051,7113,node/243019803,Асіннік,Осинник,Асіннік,,Asinnik,hamlet,Belarus,BY004,Minsk,BY004016,Smolevichi,Осинник
5497331.01557621,3589834.27535677,7114,node/243019821,Дарожны,Дорожный,Дарожны,Darožny,Darožny,hamlet,Belarus,BY004,Minsk,BY004016,Smolevichi,Дорожный
5494957.06362961,3591485.03188034,7115,node/243022103,Жажэлка,Жажелка,Жажэлка,,Zhazhelka,hamlet,Belarus,BY004,Minsk,BY004016,Smolevichi,Жажелка
5494061.94864161,3590341.6037255,7116,node/243022163,Восава,Осово,Восава,,Vosava,hamlet,Belarus,BY004,Minsk,BY004016,Smolevichi,Осово
5495041.56734249,3588782.03058434,7117,node/243022108,Калюга,Калюга,Калюга,,Kaliuga,hamlet,Belarus,BY004,Minsk,BY004016,Smolevichi,Калюга
5491149.97961991,3586391.02019349,7118,node/243022180,Крывая Бяроза,Кривая Берёза,Крывая Бяроза,,Kryvaia Biaroza,village,Belarus,BY004,Minsk,BY004016,Smolevichi,Кривая Береза
5491497.38306768,3588328.72728037,7119,node/243022177,Навадворʼе,Новодворье,Навадворʼе,Navadvorje,Navadvorje,hamlet,Belarus,BY004,Minsk,BY004016,Smolevichi,Новодворье
5489630.83866596,3590012.27301289,7120,node/243022168,Каменка,Каменка,Каменка,Kamenka,Kamenka,hamlet,Belarus,BY004,Minsk,BY004016,Smolevichi,Каменка
5492301.17357454,3591687.26780852,7121,node/243022172,Напалкі,Напалки,Напалкі,Napalki,Napalki,hamlet,Belarus,BY004,Minsk,BY004016,Smolevichi,Напалки
5492572.9804364,3594176.08573176,7122,node/243022175,Кальнікі,Кальники,Кальнікі,,Kal'niki,hamlet,Belarus,BY004,Minsk,BY004016,Smolevichi,Кальники
5493410.15803759,3596613.34007496,7123,node/243021408,Тачылішча,Точилище,Тачылішча,,Tachylishcha,hamlet,Belarus,BY004,Minsk,BY004016,Smolevichi,Точилище
5488575.71370145,3597970.78937949,7124,node/3787143273,Юрʼева,Юрьево,Юрʼева,,Iur'eva,village,Belarus,BY004,Minsk,BY004016,Smolevichi,Юрьево
5493565.01883677,3597572.45128285,7125,node/243021417,Арлова,Орлово,Арлова,,Arlova,hamlet,Belarus,BY004,Minsk,BY004016,Smolevichi,Орлово
5494961.38664272,3598903.59454294,7126,node/243021414,Бабі Лес,Бабий Лес,Бабі Лес,,Babi Les,hamlet,Belarus,BY004,Minsk,BY004016,Smolevichi,Бабий Лес
5498255.59993179,3599049.12266574,7127,node/243019864,Расошнае,Расошное,Расошнае,,Rasoshnae,hamlet,Belarus,BY004,Minsk,BY004016,Smolevichi,Расошное
5496822.94643384,3596275.62253284,7128,node/243019839,Забрадзенне,Заброденье,Забрадзенне,,Zabradzenne,hamlet,Belarus,BY004,Minsk,BY004016,Smolevichi,Заброденье
5495986.36025279,3593757.16883423,7129,node/243022154,Лютка,Лютка,Лютка,,Liutka,hamlet,Belarus,BY004,Minsk,BY004016,Smolevichi,Лютка
5494645.01779441,3592492.36828028,7130,node/1468816805,Крутая Гара,Крутая Гора,Крутая Гара,,Krutaia Gara,hamlet,Belarus,BY004,Minsk,BY004016,Smolevichi,Крутая Гора
5499939.00625416,3597234.5781372,7133,node/243019833,Буда,Буда,Буда,,Buda,hamlet,Belarus,BY004,Minsk,BY004016,Smolevichi,Буда
5503025.23263163,3599414.52267027,7135,node/243019830,Будагова,Будагово,Будагова,,Budagova,village,Belarus,BY004,Minsk,BY004016,Smolevichi,Будагово
5505574.0084243,3601045.09635121,7137,node/243019856,Белая Лужа,Белая Лужа,Белая Лужа,,Belaia Luzha,hamlet,Belarus,BY004,Minsk,BY004016,Smolevichi,Белая Лужа
5500438.23959251,3599529.30583315,7138,node/243019862,Востраў,Остров,Востраў,Vostraw,Vostraw,hamlet,Belarus,BY004,Minsk,BY004016,Smolevichi,Остров
5499566.90546184,3599527.35356834,7139,node/243019827,Замлынне,Замлынье,Замлынне,,Zamlynne,hamlet,Belarus,BY004,Minsk,BY004016,Smolevichi,Замлынье
5504359.26315132,3611109.97779126,7140,node/243023551,Прудок,Прудок,Прудок,Prudok,Prudok,hamlet,Belarus,BY004,Minsk,BY004002,Borisov,Прудок
5504603.55922755,3612920.72161465,7141,node/243023561,Бальшое Стахава,Большое Стахово,Бальшое Стахава,,Bal'shoe Stakhava,hamlet,Belarus,BY004,Minsk,BY004002,Borisov,Большое Стахово
5501006.59056367,3613509.41823273,7142,node/243019852,Красны Акцябр,Красный Октябрь,Красны Акцябр,,Krasny Aktsiabr,hamlet,Belarus,BY004,Minsk,BY004002,Borisov,Красный Октябрь
5493971.97067447,3612831.53011267,7143,node/243019849,Вербʼе,Вербье,Вербʼе,,Verb'e,hamlet,Belarus,BY004,Minsk,BY004002,Borisov,Вербье
5491456.93112301,3608313.95856859,7147,node/2925563008,Стары Млын,Старый Млын,Стары Млын,,Stary Mlyn,hamlet,Belarus,BY004,Minsk,BY004008,Logojsk,Старый Млын
5493604.30338922,3609592.30191837,7148,node/243019854,Рудня,Рудня,Рудня,Rudnya,Rudnya,hamlet,Belarus,BY004,Minsk,BY004008,Logojsk,Рудня
5486131.22851231,3604916.11384462,7149,node/243021443,Чэмкі,Чемки,Чэмкі,,Chemki,hamlet,Belarus,BY004,Minsk,BY004008,Logojsk,Чемки
5485119.35328445,3610969.90171868,7151,node/243021437,Такаўшчына,Таковщина,Такаўшчына,,Takaushchyna,hamlet,Belarus,BY004,Minsk,BY004008,Logojsk,Таковщина
5482273.34532529,3610420.26420991,7152,node/243021426,Ганявічы,Ганевичи,Ганявічы,,Ganiavichy,hamlet,Belarus,BY004,Minsk,BY004008,Logojsk,Ганевичи
5481001.31679515,3610266.76839459,7153,node/243021434,Юркавічы,Юрковичи,Юркавічы,,Iurkavichy,hamlet,Belarus,BY004,Minsk,BY004008,Logojsk,Юрковичи
5481631.18485966,3606762.98148072,7154,node/243021440,Паграбішча,Погребище,Паграбішча,Pahrabishcha,Pahrabishcha,hamlet,Belarus,BY004,Minsk,BY004008,Logojsk,Погребище
5484003.85570495,3607266.17929417,7155,node/243021431,Масцішча,Мостище,Масцішча,Mascishcha,Mascishcha,hamlet,Belarus,BY004,Minsk,BY004008,Logojsk,Мостище
5485741.94216985,3602791.52838897,7156,node/243021420,Забярозаўка,Заберёзовка,Забярозаўка,,Zabiarozauka,hamlet,Belarus,BY004,Minsk,BY004016,Smolevichi,Заберезовка
5486430.92456666,3601012.49948409,7157,node/243022141,Сутокі,Сутоки,Сутокі,,Sutoki,hamlet,Belarus,BY004,Minsk,BY004016,Smolevichi,Сутоки
5483642.42111337,3602297.9899214,7158,node/243021423,Ляда,Лядо,Ляда,,Liada,hamlet,Belarus,BY004,Minsk,BY004008,Logojsk,Лядо
5478053.37434188,3600576.4294111,7159,node/243017082,Панізоўе,Понизовье,Панізоўе,,Panizoue,hamlet,Belarus,BY004,Minsk,BY004008,Logojsk,Понизовье
5476237.39740239,3599829.03646018,7160,node/243017078,Рудня,Рудня,Рудня,Rudnia,Rudnia,hamlet,Belarus,BY004,Minsk,BY004008,Logojsk,Рудня
5479506.35633797,3605303.01658305,7161,node/243016936,Моладзі,Молоди,Моладзі,,Moladzi,hamlet,Belarus,BY004,Minsk,BY004008,Logojsk,Молоди
5478267.37589185,3607545.14815153,7162,node/243017123,Алешнікі,Олешники,Алешнікі,,Aleshniki,hamlet,Belarus,BY004,Minsk,BY004008,Logojsk,Олешники
5472898.31596852,3603708.71455677,7163,node/243016933,Ніўкі,Нивки,Ніўкі,Niuki,Niuki,hamlet,Belarus,BY004,Minsk,BY004008,Logojsk,Нивки
5469561.78018278,3603252.96845532,7164,node/1199852576,Дабрэнева,Добренево,Дабрэнева,,Dabreneva,hamlet,Belarus,BY004,Minsk,BY004008,Logojsk,Добренево
5467859.34772469,3604319.91412833,7166,node/243017535,Кузевічы,Кузевичи,Кузевічы,,Kuzevichy,hamlet,Belarus,BY004,Minsk,BY004008,Logojsk,Кузевичи
5468624.10137035,3596922.50154726,7171,node/243017597,Малінаўка,Малиновка,Малінаўка,,Malinauka,hamlet,Belarus,BY004,Minsk,BY004008,Logojsk,Малиновка
5470110.64499048,3601934.87073182,7174,node/1199852393,Сыраеўшчына,Сыроевщина,Сыраеўшчына,,Syraeushchyna,hamlet,Belarus,BY004,Minsk,BY004008,Logojsk,Сыроевщина
5470907.2040891,3595102.32884813,7182,node/3767538997,Лагожаск,Логожеск,Лагожаск,,Lagozhask,hamlet,Belarus,BY004,Minsk,BY004008,Logojsk,Логожеск
5469765.63828842,3594498.79624919,7183,node/243017580,Верагі,Вераги,Верагі,,Veragi,hamlet,Belarus,BY004,Minsk,BY004008,Logojsk,Вераги
5468922.51341535,3594694.24858812,7184,node/243017562,Медухава,Медухово,Медухава,,Medukhava,hamlet,Belarus,BY004,Minsk,BY004008,Logojsk,Медухово
5467904.37025055,3593998.10342667,7185,node/243017572,Зялёны Сад,Зелёный Сад,Зялёны Сад,,Zialiony Sad,hamlet,Belarus,BY004,Minsk,BY004008,Logojsk,Зеленый Сад
5477230.678012,3589799.10427125,7194,node/243017223,Тадуліна,Тадулино,Тадуліна,,Tadulina,hamlet,Belarus,BY004,Minsk,BY004016,Smolevichi,Тадулино
5476214.31844971,3588114.62464719,7195,node/243017049,Вішня,Вишня,Вішня,,Vishnia,hamlet,Belarus,BY004,Minsk,BY004016,Smolevichi,Вишня
5478825.14857844,3590393.75626233,7196,node/1456516582,Карцоўшчына,Карцовщина,Карцоўшчына,,Kartsoushchyna,hamlet,Belarus,BY004,Minsk,BY004016,Smolevichi,Карцовщина
5479390.36079572,3590666.51070417,7197,node/243017215,Мачужычы,Мачужичи,Мачужычы,,Machuzhychy,hamlet,Belarus,BY004,Minsk,BY004016,Smolevichi,Мачужичи
5479171.02940928,3589863.44949528,7198,node/243017052,Кавалеўшчына,Ковалевщина,Кавалеўшчына,,Kavaleushchyna,hamlet,Belarus,BY004,Minsk,BY004016,Smolevichi,Ковалевщина
5480532.95885683,3590064.28423728,7199,node/1129524818,Чарняхоўскі,Черняховский,Чарняхоўскі,,Charniakhouski,hamlet,Belarus,BY004,Minsk,BY004016,Smolevichi,Черняховский
5483439.19358801,3591185.61021066,7200,node/243017069,Жалудоўшчына,Желудовщина,Жалудоўшчына,,Zhaludoushchyna,hamlet,Belarus,BY004,Minsk,BY004008,Logojsk,Желудовщина
5482427.20093197,3591654.92511668,7202,node/243017075,Замасточча,Замосточье,Замасточча,,Zamastochcha,hamlet,Belarus,BY004,Minsk,BY004016,Smolevichi,Замосточье
5482481.94681258,3593926.32408745,7203,node/243017094,Юзафова,Юзефово,Юзафова,,Iuzafova,hamlet,Belarus,BY004,Minsk,BY004008,Logojsk,Юзефово
5479674.62004186,3597236.24393502,7205,node/243017099,Пархава,Пархово,Пархава,,Parkhava,hamlet,Belarus,BY004,Minsk,BY004008,Logojsk,Пархово
5480835.89885052,3598822.70093689,7206,node/243017097,Свідна,Свидно,Свідна,,Svidna,hamlet,Belarus,BY004,Minsk,BY004008,Logojsk,Свидно
5482327.17657201,3598558.93195699,7207,node/243017114,Загорʼе,Загорье,Загорʼе,,Zagor'e,hamlet,Belarus,BY004,Minsk,BY004016,Smolevichi,Загорье
5485620.01228261,3599684.84887516,7208,node/243021411,Антаполле,Антополье,Антаполле,,Antapolle,hamlet,Belarus,BY004,Minsk,BY004016,Smolevichi,Антополье
5487631.23831137,3596693.17606791,7209,node/243022138,Прудзішча,Прудище,Прудзішча,,Prudzishcha,hamlet,Belarus,BY004,Minsk,BY004016,Smolevichi,Прудище
