X,Y,fid,id,name,name_ru,name_be,name_en,name_latin,place,adm0_name,adm1_pcode,adm1_name,adm2_pcode,adm2_name,settlement_key
5588678.30023745,3422121.03207229,6,node/243025156,Брады,Броды,Брады,,Brady,hamlet,Belarus,BY002,Gomel,BY002015,Petrikov,Броды
5589658.16394794,3423565.49939269,7,node/243025485,Зублішча,Зублище,Зублішча,,Zublishcha,hamlet,Belarus,BY002,Gomel,BY002015,Petrikov,Зублище
5582745.69062837,3416984.64248707,8,node/243025160,Вялікае Поле,Великое Поле,Вялікае Поле,,Vialikae Pole,hamlet,Belarus,BY002,Gomel,BY002015,Petrikov,Великое Поле
5582689.63904623,3420523.51617497,9,node/243025163,Капцэвічы,Копцевичи,Капцэвічы,,Kaptsevichy,hamlet,Belarus,BY002,Gomel,BY002015,Petrikov,Копцевичи
5587282.20392272,3430770.23921058,12,node/243025478,Подгаць,Подгать,Подгаць,,Podgats',hamlet,Belarus,BY002,Gomel,BY002015,Petrikov,Подгать
5585801.76192477,3437806.92621313,13,node/243025476,Курын,Курин,Курын,,Kuryn,hamlet,Belarus,BY002,Gomel,BY002014,Oktjabrsky,Курин
5581405.54309215,3431454.09477154,14,node/243025484,Хвойня,Хвойня,Хвойня,,Khvoinia,hamlet,Belarus,BY002,Gomel,BY002014,Oktjabrsky,Хвойня
5577572.73176563,3431774.53526233,15,node/243025479,Дземенка,Деменка,Дземенка,,Dzemenka,hamlet,Belarus,BY002,Gomel,BY002014,Oktjabrsky,Деменка
5576096.0596618,3437182.54895466,16,node/243025474,Зацішша,Затишье,Зацішша,,Zatsishsha,hamlet,Belarus,BY002,Gomel,BY002014,Oktjabrsky,Затишье
5575556.19500211,3440273.31684871,17,node/243025477,Ражаноў,Рожанов,Ражаноў,,Razhanou,hamlet,Belarus,BY002,Gomel,BY002014,Oktjabrsky,Рожанов
5574219.94593468,3444110.57795267,18,node/243025470,Парэчча,Поречье,Парэчча,,Parechcha,village,Belarus,BY002,Gomel,BY002014,Oktjabrsky,Поречье
5581041.46093855,3442324.50509591,19,node/2783721552,Рабкор,Рабкор,Рабкор,,Rabkor,hamlet,Belarus,BY002,Gomel,BY002014,Oktjabrsky,Рабкор
5584854.86399491,3442789.3652759,22,node/2784851739,Кавалі,Ковали,Кавалі,,Kavali,hamlet,Belarus,BY002,Gomel,BY002014,Oktjabrsky,Ковали
5584053.25225586,3442048.72807017,23,node/243025471,Кавалі,Ковали,Кавалі,,Kavali,hamlet,Belarus,BY002,Gomel,BY002014,Oktjabrsky,Ковали
5588977.08801027,3444017.5937929,24,node/243024339,Гаць,Гать,Гаць,,Gats',village,Belarus,BY002,Gomel,BY002014,Oktjabrsky,Гать
5593899.63771515,3440880.08752747,26,node/243024343,Ніўнае,Нивное,Ніўнае,,Niunae,hamlet,Belarus,BY002,Gomel,BY002014,Oktjabrsky,Нивное
5591570.27233509,3449041.43060775,27,node/243024346,Заазерʼе,Заозерье,Заазерʼе,,Zaazer'e,hamlet,Belarus,BY002,Gomel,BY002014,Oktjabrsky,Заозерье
5592608.09194387,3459169.56441612,31,node/243024387,Зуб-Буда,Зуб-Буда,Зуб-Буда,,Zub-Buda,hamlet,Belarus,BY002,Gomel,BY002014,Oktjabrsky,Зуб-Буда
5591642.01628761,3461759.54166871,32,node/243024385,Істопкі,Истопки,Істопкі,,Istopki,hamlet,Belarus,BY002,Gomel,BY002014,Oktjabrsky,Истопки
5589615.2683717,3460607.81482629,33,node/243024352,Заазершчына,Заозерщина,Заазершчына,,Zaazershchyna,hamlet,Belarus,BY002,Gomel,BY002014,Oktjabrsky,Заозерщина
5584018.01810804,3459079.5103747,34,node/243024347,Воземля,Оземля,Воземля,,Vozemlia,hamlet,Belarus,BY002,Gomel,BY002014,Oktjabrsky,Оземля
5580825.47374401,3453806.71961969,35,node/243025451,Залессе,Залесье,Залессе,Zalesse,Zalesse,hamlet,Belarus,BY002,Gomel,BY002014,Oktjabrsky,Залесье
5581526.46237985,3455744.05518503,36,node/243025439,Булкаў,Булков,Булкаў,,Bulkau,hamlet,Belarus,BY002,Gomel,BY002014,Oktjabrsky,Булков
5581632.8263695,3453990.92653571,37,node/2783707787,Бумажкова,Бумажково,Бумажкова,,Bumazhkova,hamlet,Belarus,BY002,Gomel,BY002014,Oktjabrsky,Бумажково
5579723.36634141,3450659.36250857,41,node/243025465,Новыя Завалёны,Новые Завалёны,Новыя Завалёны,,Novyia Zavaliony,hamlet,Belarus,BY002,Gomel,BY002014,Oktjabrsky,Новые Завалены
5579071.78910784,3452016.32068292,42,node/243025462,Малын,Малын,Малын,,Malyn,hamlet,Belarus,BY002,Gomel,BY002014,Oktjabrsky,Малын
5572342.60176712,3453747.4088413,43,node/1677936409,Пціч,Птичь,Пціч,Ptsich,Ptsich,hamlet,Belarus,BY006,Mogilev,BY006007,Glusk,Птичь
5571558.33987813,3457200.88627174,44,node/243025459,Заракуша,Зарекуша,Заракуша,,Zarakusha,hamlet,Belarus,BY006,Mogilev,BY006007,Glusk,Зарекуша
5571907.10421645,3456547.12810744,45,node/243025456,Касарычы,Косаричи,Касарычы,,Kasarychy,hamlet,Belarus,BY006,Mogilev,BY006007,Glusk,Косаричи
5486536.24193704,3452972.73947354,51,node/243014941,Куляшы,Кулеши,Куляшы,,Kuliashy,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,Кулеши
5486715.83978995,3452287.54600389,52,node/243015000,Шабунькі,Шабуньки,Шабунькі,,Shabun'ki,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,Шабуньки
5487299.60493092,3452016.06893534,53,node/2928524841,Глядкі,Глядки,Глядкі,,Gliadki,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,Глядки
5485525.99704468,3455343.85887233,54,node/243014979,Устрань,Устрань,Устрань,,Ustran',hamlet,Belarus,BY004,Minsk,BY004015,Slutsk,Устрань
5481392.7871242,3449110.83197725,60,node/243009567,Прусы,Пруссы,Прусы,,Prusy,hamlet,Belarus,BY004,Minsk,BY004015,Slutsk,Пруссы
5481216.01533508,3446643.59277245,62,node/243009591,Прусікі,Прусики,Прусікі,,Prusiki,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,Прусики
5490382.35510722,3444454.99486424,65,node/243014829,Тамілава Гара,Томилова Гора,Тамілава Гара,,Tamilava Gara,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,Томилова Гора
5490405.36989026,3442028.48873351,67,node/243014856,Чыжэвічы,Чижевичи,Чыжэвічы,,Chyzhevichy,village,Belarus,BY004,Minsk,BY004017,Soligorsk,Чижевичи
5486873.89744606,3442735.17610621,76,node/243014994,Чырвоная Даліна,Чирвоная Долина,Чырвоная Даліна,,Chyrvonaia Dalina,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,Чирвоная Долина
5486312.49575597,3443558.01634446,84,node/243014991,Зялёны Курган,Зелёный Курган,Зялёны Курган,,Zialiony Kurgan,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,Зеленый Курган
5486805.42394284,3441556.11626626,87,node/243014853,Чыжоўка,Чижовка,Чыжоўка,,Chyzhouka,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,Чижовка
5494647.12210137,3439621.24622354,97,node/3824534826,Заазёрны,Заозёрный,Заазёрны,,Zaaziorny,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,Заозерный
5493700.45957882,3442706.65936013,98,node/243014877,Мяцявічы,Метявичи,Мяцявічы,,Miatsiavichy,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,Метявичи
5495095.85469359,3445566.81691932,99,node/243015006,Сяльцо,Сельцо,Сяльцо,,Sial'tso,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,Сельцо
5499037.79291396,3446603.62357033,101,node/243013713,Цясова,Тесово,Цясова,,Tsiasova,village,Belarus,BY004,Minsk,BY004017,Soligorsk,Тесово
5500485.35554112,3449058.8435146,102,node/243014016,Кутнева,Кутнево,Кутнева,,Kutneva,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,Кутнево
5506076.99380825,3439839.09724022,104,node/243013728,Крывортава,Кривортово,Крывортава,,Kryvortava,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,Кривортово
5505966.32022245,3443815.97908321,109,node/243013764,Масты,Мосты,Масты,,Masty,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,Мосты
5507904.91828232,3443854.11425016,110,node/3824430728,Імхавы,Имховой,Імхавы,,Imkhavy,isolated_dwelling,Belarus,BY004,Minsk,BY004017,Soligorsk,Имховой
5508419.12559157,3456626.29503798,131,node/243016085,Чапаева,Чапаево,Чапаева,,Chapaeva,hamlet,Belarus,BY004,Minsk,BY004009,Lyuban,Чапаево
5509182.75779526,3455306.41404213,132,node/243016077,Хацінава,Хотиново,Хацінава,,Khatsinava,hamlet,Belarus,BY004,Minsk,BY004009,Lyuban,Хотиново
5516412.32666727,3454251.88441618,133,node/243016075,Таль,Таль,Таль,,Tal',village,Belarus,BY004,Minsk,BY004009,Lyuban,Таль
5524150.75852915,3454168.2942233,134,node/243020828,Вежанка,Веженка,Вежанка,,Vezhanka,hamlet,Belarus,BY004,Minsk,BY004009,Lyuban,Веженка
5525337.6690061,3450177.24666018,135,node/243020847,Палічнае,Паличное,Палічнае,,Palichnae,hamlet,Belarus,BY004,Minsk,BY004009,Lyuban,Паличное
5515689.57848739,3451245.3963761,136,node/243016072,Ператок,Переток,Ператок,,Peratok,hamlet,Belarus,BY004,Minsk,BY004009,Lyuban,Переток
5521499.1762768,3444909.07590406,143,node/243016058,Арлёва,Орлёво,Арлёва,,Arliova,village,Belarus,BY004,Minsk,BY004009,Lyuban,Орлево
5521449.67917726,3437032.3637728,150,node/243016189,Горбач,Горбач,Горбач,,Gorbach,isolated_dwelling,Belarus,BY004,Minsk,BY004009,Lyuban,Горбач
5519481.33117931,3432980.62976341,154,node/243016179,Песчанец 1,Песчанец 1,Песчанец 1,,Peschanets 1,hamlet,Belarus,BY004,Minsk,BY004009,Lyuban,Песчанец 1
5526402.56215648,3433509.00234886,160,node/243020909,Лісцёнка,Листёнка,Лісцёнка,,Listsionka,hamlet,Belarus,BY004,Minsk,BY004009,Lyuban,Листенка
5521196.24342036,3432095.09907193,168,node/243016156,Песчанец 2,Песчанец 2,Песчанец 2,,Peschanets 2,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,Песчанец 2
5518835.81900061,3430103.36961703,169,node/243016236,Фёдараўка,Фёдоровка,Фёдараўка,,Fiodarauka,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,Федоровка
5514362.43510256,3421174.36006172,170,node/243013802,Запераходнае,Запереходное,Запераходнае,,Zaperakhodnae,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,Запереходное
5513396.00729979,3427053.3714534,171,node/243013800,Абідземля,Обидемля,Абідземля,,Abidzemlia,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,Обидемля
5511478.65688527,3432520.1529054,176,node/243013776,Новая Дуброва,Новая Дуброва,Новая Дуброва,,Novaia Dubrova,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,Новая Дуброва
5510724.94260668,3438798.36634988,186,node/243013722,Крукава,Крюково,Крукава,,Krukava,hamlet,Belarus,BY004,Minsk,BY004009,Lyuban,Крюково
5505273.94455332,3437886.05185414,191,node/243013768,Дунцы,Дунцы,Дунцы,,Duntsy,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,Дунцы
5500382.10781547,3437311.85615689,192,node/243013758,Бярозаўка,Берёзовка,Бярозаўка,,Biarozauka,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,Березовка
5500540.10268669,3434227.8979051,193,node/243013746,Камень,Камень,Камень,,Kamen',hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,Камень
5503353.72869174,3429803.44085266,196,node/243013777,Красны Бераг,Красный Берег,Красны Бераг,,Krasny Berag,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,Красный Берег
5497125.97355157,3430582.80621688,197,node/243014865,Крушнікі,Крушники,Крушнікі,,Krushniki,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,Крушники
5489025.79746718,3426753.69979923,202,node/243009531,Леценец,Летенец,Леценец,,Letsenets,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,Летенец
5494779.14952373,3426524.72186164,203,node/243014910,Мелкавічы,Мелковичи,Мелкавічы,,Melkavichy,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,Мелковичи
5495535.18014185,3419765.7138523,211,node/243014897,Навасель,Новосель,Навасель,,Navasel',hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,Новосель
5500809.3743839,3417005.16809114,213,node/243014791,Морач,Морочь,Морач,,Morach,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,Морочь
5500229.31681183,3426924.9870279,218,node/243014868,Зялёны Бор,Зелёный Бор,Зялёны Бор,,Zialiony Bor,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,Зеленый Бор
5508540.04948476,3420201.43817372,220,node/243013822,Драчава,Драчева,Драчава,,Drachava,village,Belarus,BY004,Minsk,BY004017,Soligorsk,Драчева
5509293.34610573,3414327.45000053,221,node/243013786,Качава,Кочева,Качава,,Kachava,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,Кочева
5503283.70133653,3410832.74660287,223,node/243014774,Грабава,Грабово,Грабава,,Grabava,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,Грабово
5493809.7576174,3412463.94973402,225,node/243014808,Вялікі Лес,Великий Лес,Вялікі Лес,,Vialiki Les,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,Великий Лес
5494374.52480838,3396335.79573354,227,node/243009661,Цімашэвічы,Тимошевичи,Цімашэвічы,,Tsimashevichy,hamlet,Belarus,BY002,Gomel,BY002020,Zhitkovichi,Тимошевичи
5495787.68562478,3393601.35818361,228,node/243009667,Палосцевічы,Полостевичи,Палосцевічы,,Palostsevichy,hamlet,Belarus,BY002,Gomel,BY002020,Zhitkovichi,Полостевичи
5500573.52674297,3397281.43678185,229,node/243014768,Іёвічы,Иовичи,Іёвічы,,Iiovichy,hamlet,Belarus,BY002,Gomel,BY002020,Zhitkovichi,Иовичи
5501101.46613608,3398412.13493965,230,node/243014786,Залюцічы,Залютичи,Залюцічы,,Zaliutsichy,hamlet,Belarus,BY002,Gomel,BY002020,Zhitkovichi,Залютичи
5503775.50687522,3398442.43754328,231,node/243014783,Новыя Залюцічы,Новые Залютичи,Новыя Залюцічы,,Novyia Zaliutsichy,hamlet,Belarus,BY002,Gomel,BY002020,Zhitkovichi,Новые Залютичи
5505150.63984615,3402569.17569868,232,node/243014789,Новыя Мілевічы,Новые Милевичи,Новыя Мілевічы,,Novyia Milevichy,hamlet,Belarus,BY002,Gomel,BY002020,Zhitkovichi,Новые Милевичи
5517015.59021756,3412207.10504756,233,node/243013816,Пісаравічы,Писаревичи,Пісаравічы,,Pisaravichy,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,Писаревичи
5510782.35535032,3417109.56217666,235,node/243013819,Таварышы,Товарищи,Таварышы,,Tavaryshy,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,Товарищи
5520256.94267922,3415673.94812706,238,node/243016229,Рагі,Роги,Рагі,,Ragi,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,Роги
5518266.59913353,3410239.46668791,239,node/243013812,Рог,Рог,Рог,,Rog,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,Рог
5521018.04682287,3411619.57148128,240,node/243016220,Восава,Осово,Восава,,Vosava,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,Осово
5523084.0440727,3411014.5097467,241,node/243016202,Краснае Возера,Красное Озеро,Краснае Возера,,Krasnae Vozera,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,Красное Озеро
5524050.96563259,3414023.19417707,242,node/243016211,Заброддзе,Забродье,Заброддзе,,Zabroddze,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,Забродье
5524155.87840115,3419263.58146877,243,node/243016214,Забярэзінец,Заберезинец,Забярэзінец,,Zabiarezinets,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,Заберезинец
5528755.94415495,3419265.48896538,244,node/243016232,Абоз,Обоз,Абоз,,Aboz,hamlet,Belarus,BY004,Minsk,BY004017,Soligorsk,Обоз
5531398.1503195,3415775.70334377,245,node/243020887,Пасталы,Постолы,Пасталы,,Pastaly,hamlet,Belarus,BY002,Gomel,BY002020,Zhitkovichi,Постолы
5529134.72838215,3416629.02979915,246,node/243016223,Буда,Буда,Буда,,Buda,hamlet,Belarus,BY002,Gomel,BY002020,Zhitkovichi,Буда
5530576.64364401,3414153.67031274,247,node/243020890,Лутоўе,Лутовье,Лутоўе,,Lutoue,hamlet,Belarus,BY002,Gomel,BY002020,Zhitkovichi,Лутовье
5540920.53784487,3407591.1510782,252,node/243020896,Вятчынская Рудня,Ветчинская Рудня,Вятчынская Рудня,,Viatchynskaia Rudnia,hamlet,Belarus,BY002,Gomel,BY002020,Zhitkovichi,Ветчинская Рудня
5550281.02912491,3408930.41595364,254,node/243019315,Бярозаўка,Берёзовка,Бярозаўка,Byarosawka,Byarosawka,hamlet,Belarus,BY002,Gomel,BY002020,Zhitkovichi,Березовка
5557470.21666607,3411874.45271515,255,node/243023501,Бобрык,Бобрик,Бобрык,,Bobryk,hamlet,Belarus,BY002,Gomel,BY002015,Petrikov,Бобрик
5551518.30366248,3415811.71900868,256,node/243019313,Белы Пераезд,Белый Переезд,Белы Пераезд,,Bely Peraezd,hamlet,Belarus,BY002,Gomel,BY002015,Petrikov,Белый Переезд
5552099.96663923,3418530.76046971,257,node/243019224,Замосце,Замостье,Замосце,,Zamostse,hamlet,Belarus,BY002,Gomel,BY002015,Petrikov,Замостье
5548932.57935816,3426641.2928725,261,node/243019235,Малыя Гарадзяцічы,Малые Городятичи,Малыя Гарадзяцічы,,Malyia Garadziatsichy,village,Belarus,BY004,Minsk,BY004009,Lyuban,Малые Городятичи
5531974.27350921,3435464.98620124,265,node/243020923,Куценка,Кутенка,Куценка,,Kutsenka,hamlet,Belarus,BY004,Minsk,BY004009,Lyuban,Кутенка
5528956.0772856,3437183.64987358,266,node/243020916,Верачагошч,Веречегощ,Верачагошч,,Verachagoshch,hamlet,Belarus,BY004,Minsk,BY004009,Lyuban,Веречегощ
5533215.86351751,3441383.75795278,267,node/243020913,Азярное,Озёрное,Азярное,,Aziarnoe,hamlet,Belarus,BY004,Minsk,BY004009,Lyuban,Озерное
5535869.08854262,3439739.62086341,268,node/243020906,Ямнае,Ямное,Ямнае,,Iamnae,hamlet,Belarus,BY004,Minsk,BY004009,Lyuban,Ямное
5540626.20042094,3438768.18030127,270,node/243019266,Сосны 2,Сосны 2,Сосны 2,,Sosny 2,village,Belarus,BY004,Minsk,BY004009,Lyuban,Сосны 2
5543215.05193552,3440655.82604287,271,node/243019259,Жалы,Жалы,Жалы,,Zhaly,hamlet,Belarus,BY004,Minsk,BY004009,Lyuban,Жалы
5553552.49217357,3429578.38129291,279,node/243023473,Дварэц,Дворец,Дварэц,Dvarets,Dvarets,hamlet,Belarus,BY004,Minsk,BY004009,Lyuban,Дворец
5557643.02538631,3434577.13056477,280,node/243023474,Дзвесніца,Двесница,Дзвесніца,,Dzvesnitsa,hamlet,Belarus,BY002,Gomel,BY002014,Oktjabrsky,Двесница
5563394.68514218,3435619.44787469,281,node/243022413,Рэпін,Репин,Рэпін,Repin,Repin,hamlet,Belarus,BY002,Gomel,BY002014,Oktjabrsky,Репин
5555438.37927019,3439524.77237883,282,node/243023475,Альбінск,Альбинск,Альбінск,,Al'binsk,hamlet,Belarus,BY002,Gomel,BY002014,Oktjabrsky,Альбинск
5552251.51595909,3443711.00483534,283,node/243023476,Жывунь,Живунь,Жывунь,,Zhyvun',hamlet,Belarus,BY004,Minsk,BY004009,Lyuban,Живунь
5550262.26903395,3445304.18791307,284,node/243023479,Падлуг,Подлуг,Падлуг,,Padlug,hamlet,Belarus,BY004,Minsk,BY004009,Lyuban,Подлуг
5552898.23432299,3447709.37109476,285,node/243023477,Зорка,Зорька,Зорка,,Zorka,hamlet,Belarus,BY006,Mogilev,BY006007,Glusk,Зорька
5554556.76987771,3446447.88324444,286,node/243023478,Чапаева,Чапаево,Чапаева,,Chapaeva,hamlet,Belarus,BY006,Mogilev,BY006007,Glusk,Чапаево
5560818.55280202,3447584.94187676,290,node/243022440,Малкава,Малково,Малкава,,Malkava,hamlet,Belarus,BY006,Mogilev,BY006007,Glusk,Малково
5564781.53712106,3447003.05820814,293,node/243022454,Харомцы,Хоромцы,Харомцы,,Kharomtsy,hamlet,Belarus,BY002,Gomel,BY002014,Oktjabrsky,Хоромцы
5564703.87722764,3452436.36405126,294,node/243022576,Бабровічы,Бобровичи,Бабровічы,Babrovichy,Babrovichy,hamlet,Belarus,BY006,Mogilev,BY006007,Glusk,Бобровичи
5568551.51400387,3450296.67795393,295,node/243022436,Слабодка,Слободка,Слабодка,Slabodka,Slabodka,hamlet,Belarus,BY006,Mogilev,BY006007,Glusk,Слободка
5571247.45039734,3452431.37512006,296,node/243025473,Халопенічы,Холопеничи,Халопенічы,Khalopenichy,Khalopenichy,hamlet,Belarus,BY006,Mogilev,BY006007,Glusk,Холопеничи
5569650.15696423,3452236.07836583,297,node/243022563,Катка,Катка,Катка,,Katka,village,Belarus,BY006,Mogilev,BY006007,Glusk,Катка
5568959.29574399,3450680.57799321,298,node/243022433,Дзяржынскі,Дзержинский,Дзяржынскі,,Dziarzhynski,hamlet,Belarus,BY006,Mogilev,BY006007,Glusk,Дзержинский
5571108.36287096,3448629.33011281,299,node/243022579,Беркаў,Берков,Беркаў,,Berkau,hamlet,Belarus,BY002,Gomel,BY002014,Oktjabrsky,Берков
5573247.50044429,3441706.65407897,300,node/243025480,Растаў,Растов,Растаў,,Rastau,hamlet,Belarus,BY002,Gomel,BY002014,Oktjabrsky,Растов
5568754.49122066,3441825.61337392,301,node/243022450,Мёдухаў,Мёдухов,Мёдухаў,,Miodukhau,hamlet,Belarus,BY002,Gomel,BY002014,Oktjabrsky,Медухов
5567279.96291354,3433273.66082261,302,node/243022448,Смалоўка,Смоловка,Смалоўка,,Smalouka,hamlet,Belarus,BY002,Gomel,BY002014,Oktjabrsky,Смоловка
5571791.25395637,3435104.48177773,303,node/243022444,Буда,Буда,Буда,,Buda,hamlet,Belarus,BY002,Gomel,BY002014,Oktjabrsky,Буда
5575723.81489331,3435423.47075759,304,node/243025475,Бубнаўка,Бубновка,Бубнаўка,,Bubnauka,hamlet,Belarus,BY002,Gomel,BY002014,Oktjabrsky,Бубновка
5577171.82583828,3427427.66405367,305,node/243022403,Кашэвічы,Кошевичи,Кашэвічы,,Kashevichy,village,Belarus,BY002,Gomel,BY002015,Petrikov,Кошевичи
5569690.8570144,3433273.28667698,311,node/243022410,Андрэеўка,Андреевка,Андрэеўка,,Andreeuka,hamlet,Belarus,BY002,Gomel,BY002014,Oktjabrsky,Андреевка
5566038.71160984,3430748.98155711,312,node/243022426,Зарэчча,Заречье,Зарэчча,Zarechcha,Zarechcha,hamlet,Belarus,BY002,Gomel,BY002014,Oktjabrsky,Заречье
5561043.88074744,3429067.20049458,314,node/243023472,Сасноўка,Сосновка,Сасноўка,,Sasnouka,hamlet,Belarus,BY002,Gomel,BY002014,Oktjabrsky,Сосновка
5560296.93793891,3425359.54321425,315,node/243023470,Фаставічы,Фастовичи,Фаставічы,,Fastavichy,hamlet,Belarus,BY002,Gomel,BY002014,Oktjabrsky,Фастовичи
5573568.36259505,3423088.5330196,323,node/243022494,Філатаўка,Филатовка,Філатаўка,,Filatauka,hamlet,Belarus,BY002,Gomel,BY002015,Petrikov,Филатовка
5579807.75638385,3419413.14309619,324,node/243025166,Беседы,Беседы,Беседы,,Besedy,hamlet,Belarus,BY002,Gomel,BY002015,Petrikov,Беседы
5568778.69717912,3407742.95447665,329,node/243023498,Млынок,Млынок,Млынок,,Mlynok,hamlet,Belarus,BY002,Gomel,BY002015,Petrikov,Млынок
5566401.26689857,3409289.48438546,330,node/243023496,Заброддзе,Забродье,Заброддзе,,Zabroddze,hamlet,Belarus,BY002,Gomel,BY002015,Petrikov,Забродье
5564114.73807338,3408660.26322166,331,node/243023499,Клясаў,Клясов,Клясаў,,Kliasau,hamlet,Belarus,BY002,Gomel,BY002015,Petrikov,Клясов
5578224.20683169,3392819.95954233,344,node/243023296,Адасі,Адаси,Адасі,,Adasi,hamlet,Belarus,BY002,Gomel,BY002015,Petrikov,Адаси
5579949.85352491,3395799.12864747,345,node/243022480,Акрыёны,Акрионы,Акрыёны,,Akryiony,hamlet,Belarus,BY002,Gomel,BY002015,Petrikov,Акрионы
5575292.58073508,3398469.94319279,347,node/243022477,Людзвіноў,Людвинов,Людзвіноў,,Liudzvinou,hamlet,Belarus,BY002,Gomel,BY002015,Petrikov,Людвинов
5579705.04959281,3391570.27865479,354,node/243023297,Слінкі,Слинки,Слінкі,,Slinki,hamlet,Belarus,BY002,Gomel,BY002015,Petrikov,Слинки
5578998.81235743,3383869.86425793,357,node/243023309,Чарноцкае,Черноцкое,Чарноцкае,,Charnotskae,hamlet,Belarus,BY002,Gomel,BY002015,Petrikov,Черноцкое
5580574.12276032,3383649.97718558,358,node/243023303,Вялаўск,Велавск,Вялаўск,,Vialausk,village,Belarus,BY002,Gomel,BY002015,Petrikov,Велавск
5583575.46693362,3383488.77599079,359,node/243023284,Шастовічы,Шестовичи,Шастовічы,,Shastovichy,hamlet,Belarus,BY002,Gomel,BY002015,Petrikov,Шестовичи
5588960.17668483,3382416.76074428,360,node/243023306,Перадрэйка,Передрейка,Перадрэйка,,Peradreika,hamlet,Belarus,BY002,Gomel,BY002015,Petrikov,Передрейка
5585780.10851456,3381381.40035928,361,node/243023302,Шастовічы,Шестовичи,Шастовічы,,Shastovichy,hamlet,Belarus,BY002,Gomel,BY002015,Petrikov,Шестовичи
5587402.09204747,3379308.25796608,362,node/243023285,Асавец,Осовец,Асавец,Asavyets,Asavyets,village,Belarus,BY002,Gomel,BY002012,Mozyr,Осовец
5589819.52880997,3373493.5760275,364,node/243023280,Крушнікі,Крушники,Крушнікі,,Krushniki,hamlet,Belarus,BY002,Gomel,BY002012,Mozyr,Крушники
5588713.27273874,3374624.23838243,365,node/243023290,Камень,Камень,Камень,,Kamen',hamlet,Belarus,BY002,Gomel,BY002012,Mozyr,Камень
5585888.65563111,3373448.45127343,366,node/243023279,Зімовая Буда,Зимовая Буда,Зімовая Буда,,Zimovaia Buda,hamlet,Belarus,BY002,Gomel,BY002010,Lelchitsy,Зимовая Буда
5578145.32156176,3379812.62316197,372,node/243023307,Крынічная Града,Криничная Гряда,Крынічная Града,,Krynichnaia Grada,hamlet,Belarus,BY002,Gomel,BY002015,Petrikov,Криничная Гряда
5571533.70588318,3379551.94432925,376,node/243024036,Майсеевічы,Мойсеевичи,Майсеевічы,,Maiseevichy,hamlet,Belarus,BY002,Gomel,BY002015,Petrikov,Мойсеевичи
5567422.53383755,3388069.69782864,378,node/243024030,Першамай,Першемай,Першамай,,Pershamai,hamlet,Belarus,BY002,Gomel,BY002015,Petrikov,Першемай
5558970.49583039,3378595.80914536,380,node/243019280,Галубіца,Голубица,Галубіца,,Galubitsa,village,Belarus,BY002,Gomel,BY002015,Petrikov,Голубица
5558701.92137687,3371718.45760874,390,node/243019353,Судзібар,Судибор,Судзібар,,Sudzibar,hamlet,Belarus,BY002,Gomel,BY002015,Petrikov,Судибор
