,facility_title,link,settlement,facility_type,facility_type_eng,address,website
3157,Столинская ЦРБ,https://healthcare.by/instinfo.php?orgnum=18427,Столин,Больница,Hospital,"ул. Дзержинского, 102, 225510, г. Столин, Брестская обл.",http://stolin-crb.by
3158,Стрешинская участковая больница,https://healthcare.by/instinfo.php?orgnum=10575,Стрешин,Больница,Hospital,"ул. Ленина, 57, 247223, г.п. Стрешин, Жлобинский р-н, Гомельская обл.",
3159,Суражская врачебная амбулатория,https://healthcare.by/instinfo.php?orgnum=4005,Сураж,Амбулатория,Outpatient Clinic,"ул. Советская, 1, 211330, г.п. Сураж, Витебский р-н, Витебская обл.",
3160,Сухаревская участковая больница,https://healthcare.by/instinfo.php?orgnum=7340,Сухари,Больница,Hospital,"ул. Советская, 49, 213116, д. Сухари, Могилевский р-н, Могилевская обл.",
3161,Сухопольская больница сестринского ухода,https://healthcare.by/instinfo.php?orgnum=17362,Сухополь,Больница,Hospital,"ул. Негириша, 5, 225161, д. Сухополь, Пружанский р-н, Брестская обл.",
3162,Тальковская врачебная амбулатория общей практики,https://healthcare.by/instinfo.php?orgnum=14135,Талька,Амбулатория,Outpatient Clinic,"ул. Набережная, 17, 222813, д. Талька, Пуховичский р-н, Минская обл.",
3163,Тальская амбулатория,https://healthcare.by/instinfo.php?orgnum=11436,Таль,Амбулатория,Outpatient Clinic,"ул. Комсомольская, 222а, 223830, аг. Таль, Любанский р-н, Минская обл.",
3164,Тарновская участковая больница,https://healthcare.by/instinfo.php?orgnum=5784,Тарново,Больница,Hospital,"ул. Молодежная, 4, 231327, д. Тарново, Лидский р-н, Гродненская обл.",
3165,Татарковская амбулатория врача общей практики,https://healthcare.by/instinfo.php?orgnum=7369,Татарка,Амбулатория,Outpatient Clinic,"ул. Комсомольская, 39, 213740, г.п. Татарка, Осиповичский р-н, Могилевская обл.",
3166,Тевельская участковая больница с амбулаторией,https://healthcare.by/instinfo.php?orgnum=10249,Тевли,Больница,Hospital,"ул. Северная, 1, 225830, д. Тевли, Кобринский р-н, Брестская обл.",
3167,Телеханская городская больница,https://healthcare.by/instinfo.php?orgnum=3278,Телеханы,Больница,Hospital,"ул. 1 Мая, 225275, г.п. Телеханы, Ивацевичский р-н, Брестская обл.",
3168,Телушская участковая больница,https://healthcare.by/instinfo.php?orgnum=7147,Телуша,Больница,Hospital,"ул. Пушкина, 24, 213850, д. Телуша, Бобруйский р-н, Могилевская обл.",
3169,Тетеринская амбулатория врача общей практики,https://healthcare.by/instinfo.php?orgnum=8311,Тетерино,Амбулатория,Outpatient Clinic,"213186, д. Тетерино, Круглянский р-н, Могилевская обл.",
3170,Тимковичская участковая больница,https://healthcare.by/instinfo.php?orgnum=11409,Тимковичи,Больница,Hospital,"223920, д. Тимковичи, Копыльский р-н, Минская обл.",http://https//www.kopyl.gov.by/
3171,Толочинская ЦРБ,https://healthcare.by/instinfo.php?orgnum=4354,Толочин,Больница,Hospital,"ул. Островского, 37, 211070, г. Толочин, Витебская обл.",http://tcrb.by
3172,Трилесинская областная психиатрическая больница,https://healthcare.by/instinfo.php?orgnum=27194,Могилев,Больница,Hospital,"ул. Юбилейная, 66, 213982, д. Трилесино, Дрибинский р-н, Могилевская обл.",
3173,Туровская городская больница,https://healthcare.by/instinfo.php?orgnum=5005,Туров,Больница,Hospital,"ул. Ленинская, 102а, 247980, г. Туров, Житковичский р-н, Гомельская обл.",
3174,Уваровичская участковая больница,https://healthcare.by/instinfo.php?orgnum=4906,Уваровичи,Больница,Hospital,"пер. Больничный, 28, 247374, г.п. Уваровичи, Буда-Кошелевский р-н, Гомельская обл.",
3175,Уделовская врачебная амбулатория общей практики,https://healthcare.by/instinfo.php?orgnum=21501,Удело,Амбулатория,Outpatient Clinic,"211806, д. Удело, Глубокский р-н, Витебская обл.",
3176,Узденская ЦРБ,https://healthcare.by/instinfo.php?orgnum=6623,Узда,Больница,Hospital,"ул. Степанова, 11, 223411, г. Узда, Минская обл.",http://uzda-crb.by
3177,Улуковская УБ,https://healthcare.by/instinfo.php?orgnum=4945,Березки,Больница,Hospital,"пер. Тепличный, 2, ул. Цветочная, 1, 247007, д. Березки, Гомельский р-н, Гомельская обл.",
3178,Ульяновичский ФАП,https://healthcare.by/instinfo.php?orgnum=4346,Ульяновичи,ФАП,FAP,"211123, д. Ульяновичи, Сенненский р-н, Витебская обл.",
