,facility_title,link,settlement,facility_type,facility_type_eng,address,website,latitude,longitude
954,Локутянский ФАП,https://healthcare.by/instinfo.php?orgnum=17858,Локуты,ФАП,FAP,"ул. Центральная, 16, 213032, д. Локуты, Шкловский р-н, Могилевская обл.",,54.057232,30.187661
955,Ломовичский ФАП,https://healthcare.by/instinfo.php?orgnum=16012,Ломовичи,ФАП,FAP,"ул. Школьная, 1а, 247302, д. Ломовичи, Октябрьский р-н, Гомельская обл.",,52.552063,28.954822
956,Лонский ФАП,https://healthcare.by/instinfo.php?orgnum=15500,Лонские,ФАП,FAP,"211912, д. Лонские, Шарковщинский р-н, Витебская обл.",,55.383275,27.223238
957,Лопатинский ФАП,https://healthcare.by/instinfo.php?orgnum=17472,Лопатино,ФАП,FAP,"ул. Советская, 2а, 225747, д. Лопатино, Пинский р-н, Брестская обл.",,52.304943,26.248539
958,Лопатичский ФАП,https://healthcare.by/instinfo.php?orgnum=16635,Лопатичи,ФАП,FAP,"213251, д. Лопатичи, Славгородский р-н, Могилевская обл.",,53.457784,30.916428
959,Лопушанский ФАП,https://healthcare.by/instinfo.php?orgnum=16544,Лопушно,ФАП,FAP,"231473, д. Лопушно, Дятловский р-н, Гродненская обл.",,53.487498,25.714607
960,Лосевский ФАП,https://healthcare.by/instinfo.php?orgnum=15195,Лоси,ФАП,FAP,"222320, д. Лоси, Молодеченский р-н, Минская обл.",,54.213077,27.101606
961,Лосичский ФАП,https://healthcare.by/instinfo.php?orgnum=17475,Лосичи,ФАП,FAP,"ул. Гагарина, 34, 225722, д. Лосичи, Пинский р-н, Брестская обл.",,52.020763,26.228902
962,Лоский ФАП,https://healthcare.by/instinfo.php?orgnum=17199,Лоск,ФАП,FAP,"д. Лоск, Воложинский р-н, Минская обл.",,54.267194,26.437221
963,Лотвичский ФАП,https://healthcare.by/instinfo.php?orgnum=17664,Луговая,ФАП,FAP,"ул. Центральная, 37, 225333, д. Лотвичи, Барановичский р-н, Брестская обл.",,53.188843,25.667688
964,Лотвянский ФАП,https://healthcare.by/instinfo.php?orgnum=14881,Лотва,ФАП,FAP,"д. Лотва, Мядельский р-н, Минская обл.",,54.980875,26.890134
965,Лошанский ФАП,https://healthcare.by/instinfo.php?orgnum=11380,Лошаны,ФАП,FAP,"223036, д. Лошаны, Минский р-н, Минская обл.",,54.002003,27.52332
966,Лошский ФАП,https://healthcare.by/instinfo.php?orgnum=16819,Лоша,ФАП,FAP,"ул. Центральная, 1Б, 231200, д. Лоша, Островецкий р-н, Гродненская обл.",,54.585737,25.820537
967,Лубеникский ФАП,https://healthcare.by/instinfo.php?orgnum=15634,Лубеники,ФАП,FAP,"247638, д. Рудня-Журавлева, Брагинский р-н, Гомельская обл.",,51.926158,30.325857
968,Луговирнянский ФАП,https://healthcare.by/instinfo.php?orgnum=25009,Луговая Вирня,ФАП,FAP,"ул. Лесная, 160, 247210, д. Луговая Вирня, Жлобинский р-н, Гомельская обл.",,52.900323,30.129908
969,Лудчицкий ФАП,https://healthcare.by/instinfo.php?orgnum=15956,Лудчицы,ФАП,FAP,"213346, д. Лудчицы, Быховский р-н, Могилевская обл.",,53.406116,30.164565
970,Лукашевский ФАП,https://healthcare.by/instinfo.php?orgnum=17663,Лукашево,ФАП,FAP,"211875, д. Лукашево, Поставский р-н, Витебская обл.",,55.122066,26.907462
971,Лукашинский ФАП,https://healthcare.by/instinfo.php?orgnum=16637,Лукашино,ФАП,FAP,"д. 9А, 231332, д. Лукашино, Ивьевский р-н, Гродненская обл.",,53.924384,25.697629
972,Луковецкий ФАП,https://healthcare.by/instinfo.php?orgnum=17237,Луковец,ФАП,FAP,"ул. Лесная, 4, д. Луковец, Вилейский р-н, Минская обл.",,54.323912,27.448877
973,Луковский ФАП,https://healthcare.by/instinfo.php?orgnum=15846,Новые Луки,ФАП,FAP,"ул. Рабочая, 31а, 247212, д. Новые Луки, Жлобинский р-н, Гомельская обл.",,52.949736,29.99835
974,Лукомерский ФАП,https://healthcare.by/instinfo.php?orgnum=17157,Лукомер,ФАП,FAP,"ул. Пружанская, 15а, 225224, д. Лукомер, Березовский р-н, Брестская обл.",,52.535069,24.697705
975,Лукомльский ФАП,https://healthcare.by/instinfo.php?orgnum=15485,Лукомль,ФАП,FAP,"ул. Колхозная, 5, 211161, аг. Лукомль, Чашникский р-н, Витебская обл.",,54.70816,29.154059
976,Лукский ФАП,https://healthcare.by/instinfo.php?orgnum=21597,Лука,ФАП,FAP,"ул. Ленина, 38, 225526, д. Лука, Столинский р-н, Брестская обл.",,51.908755,26.602053
977,Лукский ФАП,https://healthcare.by/instinfo.php?orgnum=15863,Луки,ФАП,FAP,"247716, д. Луки, Калинковичский р-н, Гомельская обл.",,52.355322,29.755023
978,Лукьяновичский ФАП,https://healthcare.by/instinfo.php?orgnum=14879,Лукьяновичи,ФАП,FAP,"д. Лукьяновичи, Мядельский р-н, Минская обл.",,54.851454,27.009008
979,Лутковский ФАП,https://healthcare.by/instinfo.php?orgnum=21598,Лутки,ФАП,FAP,"ул. Молодежная, 1а, 225555, д. Лутки, Столинский р-н, Брестская обл.",,52.030039,27.588313
980,Лутовский ФАП,https://healthcare.by/instinfo.php?orgnum=16414,Луты,ФАП,FAP,"213513, д. Луты, Кричевский р-н, Могилевская обл.",,53.816462,31.579941
981,Лучайский ФАП,https://healthcare.by/instinfo.php?orgnum=15362,Лучай,ФАП,FAP,"211875, д. Лучай, Поставский р-н, Витебская обл.",,55.090706,27.117857
982,Лучайский ФАП,https://healthcare.by/instinfo.php?orgnum=17595,Лучайно,ФАП,FAP,"211803, д. Лучайка, Глубокский р-н, Витебская обл.",,55.287358,27.771561
983,Лучежевичский ФАП,https://healthcare.by/instinfo.php?orgnum=16326,Лучежевичи,ФАП,FAP,"ул. Крупской, 1, 247762, д. Лучежевичи, Мозырский р-н, Гомельская обл.",,52.093449,29.176283
984,Лучезарненский ФАП,https://healthcare.by/instinfo.php?orgnum=15422,Лучезарное,ФАП,FAP,"д. Лучезарная, Сенненский р-н, Витебская обл.",,54.808872,29.908096
985,Лучинский ФАП,https://healthcare.by/instinfo.php?orgnum=16150,Лучин,ФАП,FAP,"247280, д. Лучин, Рогачевский р-н, Гомельская обл.",,53.116633,30.223926
986,Лучский ФАП,https://healthcare.by/instinfo.php?orgnum=25664,Луч,ФАП,FAP,"ул. Парковая, 1, 223233, д. Луч, Червенский р-н, Минская обл.",,53.614546,28.763894
987,Лыковский ФАП,https://healthcare.by/instinfo.php?orgnum=16460,Лыково,ФАП,FAP,"ул. Центральная, 8, 213151, п. Мирный, Могилевский р-н, Могилевская обл.",,53.756792,30.369542
988,Лысицкий ФАП,https://healthcare.by/instinfo.php?orgnum=14923,Большая Лысица,ФАП,FAP,"д. Большая Лысица, Несвижский р-н, Минская обл.",,53.307735,26.454577
989,Лыцевичский ФАП,https://healthcare.by/instinfo.php?orgnum=17229,Лыцевичи,ФАП,FAP,"ул. Молодежная, 3, аг. Лыцевичи, Вилейский р-н, Минская обл.",,54.713392,26.638911
990,Лыщенский ФАП,https://healthcare.by/instinfo.php?orgnum=17499,Лыще,ФАП,FAP,"ул. Чекана, 32, 225741, д. Лыще, Пинский р-н, Брестская обл.",,52.365436,26.144227
991,Льнозаводской ФАП,https://healthcare.by/instinfo.php?orgnum=15320,Коллективное,ФАП,FAP,"211413, пос. Коллективное, Полоцкий р-н, Витебская обл.",,55.533934,28.898722
992,Льнозаводской ФАП,https://healthcare.by/instinfo.php?orgnum=15345,Ленок,ФАП,FAP,"д. Ленок, Крупский р-н, Минская обл.",,54.301238,29.010544
993,Любанский ФАП,https://healthcare.by/instinfo.php?orgnum=12129,Любань,ФАП,FAP,"ул. Жукова, 3а, 247303, д. Любань, Октябрьский р-н, Гомельская обл.",,52.601093,29.134718
994,Любиничский ФАП,https://healthcare.by/instinfo.php?orgnum=16801,Любиничи,ФАП,FAP,"ул. Садовая, 10, 213012, д. Любиничи, Шкловский р-н, Могилевская обл.",,54.235969,30.456032
995,Любишинский ФАП,https://healthcare.by/instinfo.php?orgnum=14863,Любишино,ФАП,FAP,"ул. Спортивная, д. 5, 223225, аг. Любишино, Червенский р-н, Минская обл.",,53.749636,28.494471
996,Любищицкий ФАП,https://healthcare.by/instinfo.php?orgnum=17840,Любищицы,ФАП,FAP,"д. Любищицы, Ивацевичский р-н, Брестская обл.",,52.752386,25.412396
997,Любковщинская амбулатория,https://healthcare.by/instinfo.php?orgnum=16951,Любковщина,Амбулатория,Outpatient Clinic,"ул. Юбилейная, 1, 222697, аг. Любковщина, Столбцовский р-н, Минская обл.",,53.346376,26.792801
998,Любушанский ФАП,https://healthcare.by/instinfo.php?orgnum=15543,Любушаны,ФАП,FAP,"ул. Новая, 20, 223329, д. Любушаны, Березинский р-н, Минская обл.",,53.799076,29.226113
999,Любячский ФАП,https://healthcare.by/instinfo.php?orgnum=16854,Любяча,ФАП,FAP,"ул. Центральная, 131, 223414, д. Любяча, Узденский р-н, Минская обл.",,53.433495,27.552372
1000,Лютнянский ФАП,https://healthcare.by/instinfo.php?orgnum=16481,Лютня,ФАП,FAP,"213456, д. Лютня, Мстиславский р-н, Могилевская обл.",,54.047538,31.685188
1001,Люшневский ФАП,https://healthcare.by/instinfo.php?orgnum=17722,Люшнево,ФАП,FAP,"ул. Встречная, 146, 225338, д. Люшнево, Барановичский р-н, Брестская обл.",,53.237084,25.712721
1002,Лющанский ФАП,https://healthcare.by/instinfo.php?orgnum=18110,Люща,ФАП,FAP,"ул. Зеленая, 1, 225683, д. Люща, Лунинецкий р-н, Брестская обл.",,52.450617,26.710803
1003,Лядненский ФАП,https://healthcare.by/instinfo.php?orgnum=17624,Лядно,ФАП,FAP,"211197, д. Лядно, Лепельский р-н, Витебская обл.",,54.915062,28.718367
1004,Ляднянский ФАП,https://healthcare.by/instinfo.php?orgnum=15228,Ляды,ФАП,FAP,"ул. Центральная, 1, 211059, д. Ляды, Дубровенский р-н, Витебская обл.",,54.635845,31.023399
